comp,match_id,date,player,team,npxg,npg,peng,goals
WC2022,3857276,2022-12-01,Milan Borjan,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Alistair Johnston,Canada,0.6388,0,0,0
WC2022,3857276,2022-12-01,Steven de Sousa Vitoria,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Kamal Miller,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Sam Adekugbe,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Jonathan Osorio,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Mark Anthony Kaye,Canada,0.0389,0,0,0
WC2022,3857276,2022-12-01,Alphonso Davies,Canada,0.0519,0,0,0
WC2022,3857276,2022-12-01,Tajon Buchanan,Canada,0.2791,0,0,0
WC2022,3857276,2022-12-01,David Junior Hoilett,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Cyle Larin,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Yassine Bounou,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Achraf Hakimi Mouh,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Nayef Aguerd,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Romain Saïss,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Noussair Mazraoui,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Sofyan Amrabat,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Azzedine Ounahi,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Abdelhamid Sabiri,Morocco,0.1192,0,0,0
WC2022,3857276,2022-12-01,Hakim Ziyech,Morocco,0.0471,1,0,1
WC2022,3857276,2022-12-01,Sofiane Boufal,Morocco,0.0616,0,0,0
WC2022,3857276,2022-12-01,Youssef En-Nesyri,Morocco,0.1985,1,0,1
WC2022,3857276,2022-12-01,Jonathan David,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Atiba Hutchinson,Canada,0.0869,0,0,0
WC2022,3857276,2022-12-01,Ismael Koné,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Zakaria Aboukhlal,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Selim Amallah,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Richie Laryea,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,David Wallace Wotherspoon,Canada,0.0,0,0,0
WC2022,3857276,2022-12-01,Abderrazak Hamdallah,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Jawad El Yamiq,Morocco,0.0,0,0,0
WC2022,3857276,2022-12-01,Yahya Jabrane,Morocco,0.0,0,0,0
WC2022,3857271,2022-11-21,Jordan Pickford,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Kieran Trippier,England,0.0429,0,0,0
WC2022,3857271,2022-11-21,John Stones,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Harry Maguire,England,0.303,0,0,0
WC2022,3857271,2022-11-21,Luke Shaw,England,0.0215,0,0,0
WC2022,3857271,2022-11-21,Jude Bellingham,England,0.0829,1,0,1
WC2022,3857271,2022-11-21,Declan Rice,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Bukayo Saka,England,0.1693,2,0,2
WC2022,3857271,2022-11-21,Mason Mount,England,0.067,0,0,0
WC2022,3857271,2022-11-21,Raheem Sterling,England,0.1885,1,0,1
WC2022,3857271,2022-11-21,Harry Kane,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Alireza Safar Beiranvand,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Morteza Pouraliganji,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Roozbeh Cheshmi,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Seyed Majid Hosseini,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Sadegh Moharrami,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Milad Mohammadi,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Ahmad Nourollahi,Iran,0.0285,0,0,0
WC2022,3857271,2022-11-21,Ali Karimi,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Alireza Jahanbakhsh,Iran,0.1123,0,0,0
WC2022,3857271,2022-11-21,Ehsan Hajsafi,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Mehdi Taremi,Iran,0.1277,1,1,2
WC2022,3857271,2022-11-21,Seyed Hossein Hosseini,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Saeid Ezatolahi Afagh,Iran,0.0065,0,0,0
WC2022,3857271,2022-11-21,Ali Gholizadeh,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Mohammad Hossein Kanani Zadegan,Iran,0.0,0,0,0
WC2022,3857271,2022-11-21,Mehdi Torabi,Iran,0.0458,0,0,0
WC2022,3857271,2022-11-21,Jack Grealish,England,0.6263,1,0,1
WC2022,3857271,2022-11-21,Marcus Rashford,England,0.4858,1,0,1
WC2022,3857271,2022-11-21,Eric Dier,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Phil Foden,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Callum Wilson,England,0.0,0,0,0
WC2022,3857271,2022-11-21,Sardar Azmoun,Iran,0.3513,0,0,0
WC2022,3857296,2022-12-01,Dominik Livaković,Croatia,0.0,0,0,0
WC2022,3857296,2022-12-01,Josip Juranović,Croatia,0.0413,0,0,0
WC2022,3857296,2022-12-01,Dejan Lovren,Croatia,0.0,0,0,0
WC2022,3857296,2022-12-01,Joško Gvardiol,Croatia,0.0,0,0,0
WC2022,3857296,2022-12-01,Borna Sosa,Croatia,0.0484,0,0,0
WC2022,3857296,2022-12-01,Marcelo Brozović,Croatia,0.1565,0,0,0
WC2022,3857296,2022-12-01,Luka Modrić,Croatia,0.1433,0,0,0
WC2022,3857296,2022-12-01,Mateo Kovačić,Croatia,0.0796,0,0,0
WC2022,3857296,2022-12-01,Andrej Kramarić,Croatia,0.0,0,0,0
WC2022,3857296,2022-12-01,Ivan Perišić,Croatia,0.1217,0,0,0
WC2022,3857296,2022-12-01,Marko Livaja,Croatia,0.1042,0,0,0
WC2022,3857296,2022-12-01,Thibaut Courtois,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Thomas Meunier,Belgium,0.0431,0,0,0
WC2022,3857296,2022-12-01,Toby Alderweireld,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Jan Vertonghen,Belgium,0.0705,0,0,0
WC2022,3857296,2022-12-01,Timothy Castagne,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Leander Dendoncker,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Axel Witsel,Belgium,0.0253,0,0,0
WC2022,3857296,2022-12-01,Kevin De Bruyne,Belgium,0.055,0,0,0
WC2022,3857296,2022-12-01,Dries Mertens,Belgium,0.3015,0,0,0
WC2022,3857296,2022-12-01,Yannick Ferreira Carrasco,Belgium,0.2023,0,0,0
WC2022,3857296,2022-12-01,Leandro Trossard,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Romelu Lukaku Menama,Belgium,1.6842,0,0,0
WC2022,3857296,2022-12-01,Thorgan Hazard,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Bruno Petković,Croatia,0.0,0,0,0
WC2022,3857296,2022-12-01,Mario Pašalić,Croatia,0.0,0,0,0
WC2022,3857296,2022-12-01,Jeremy Doku,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Youri Tielemans,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Eden Hazard,Belgium,0.0,0,0,0
WC2022,3857296,2022-12-01,Lovro Majer,Croatia,0.0,0,0,0
WC2022,3857274,2022-11-25,Andries Noppert,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Jurriën David Norman Timber,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Virgil van Dijk,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Nathan Aké,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Denzel Dumfries,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Daley Blind,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Teun Koopmeiners,Netherlands,0.0452,0,0,0
WC2022,3857274,2022-11-25,Frenkie de Jong,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Davy Klaassen,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Cody Mathès Gakpo,Netherlands,0.0593,1,0,1
WC2022,3857274,2022-11-25,Steven Bergwijn,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Hernán Ismael Galíndez,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Jackson Gabriel Porozo Vernaza,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Felix Eduardo Torres Caicedo,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Piero Martín Hincapié Reyna,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Angelo Smit Preciado Quiñónez,Ecuador,0.0642,0,0,0
WC2022,3857274,2022-11-25,Pervis Josué Estupiñán Tenorio,Ecuador,0.2701,0,0,0
WC2022,3857274,2022-11-25,Jhegson Sebastián Méndez Carabalí,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Moisés Isaac Caicedo Corozo,Ecuador,0.0639,0,0,0
WC2022,3857274,2022-11-25,Gonzalo Jordy Plata Jiménez,Ecuador,0.0463,0,0,0
WC2022,3857274,2022-11-25,Enner Remberto Valencia Lastra,Ecuador,1.0027,1,0,1
WC2022,3857274,2022-11-25,Michael Steveen Estrada Martínez,Ecuador,0.2038,0,0,0
WC2022,3857274,2022-11-25,Memphis Depay,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Steven Berghuis,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Jeremy Leonel Sarmiento Morante,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Wout Weghorst,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Marten de Roon,Netherlands,0.0,0,0,0
WC2022,3857274,2022-11-25,Kevin José Rodríguez Cortez,Ecuador,0.0,0,0,0
WC2022,3857274,2022-11-25,Romario Andrés Ibarra Mina,Ecuador,0.0,0,0,0
WC2022,3857255,2022-12-01,Shūichi Gonda,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Ko Itakura,Japan,0.0505,0,0,0
WC2022,3857255,2022-12-01,Maya Yoshida,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Shogo Taniguchi,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Junya Ito,Japan,0.0421,0,0,0
WC2022,3857255,2022-12-01,Yuto Nagatomo,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Ao Tanaka,Japan,0.8726,1,0,1
WC2022,3857255,2022-12-01,Hidemasa Morita,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Takefusa Kubo,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Daichi Kamada,Japan,0.0336,0,0,0
WC2022,3857255,2022-12-01,Daizen Maeda,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Unai Simón Mendibil,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,César Azpilicueta Tanco,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Rodrigo Hernández Cascante,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Pau Francisco Torres,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Alejandro Balde Martínez,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Sergio Busquets i Burgos,Spain,0.0327,0,0,0
WC2022,3857255,2022-12-01,Pablo Martín Páez Gavira,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Pedro González López,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Nicholas Williams Arthuer,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Daniel Olmo Carvajal,Spain,0.2526,0,0,0
WC2022,3857255,2022-12-01,Álvaro Borja Morata Martín,Spain,0.4958,1,0,1
WC2022,3857255,2022-12-01,Ritsu Doan,Japan,0.0278,1,0,1
WC2022,3857255,2022-12-01,Daniel Carvajal Ramos,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Kaoru Mitoma,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Ferrán Torres García,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Marco Asensio Willemsen,Spain,0.0525,0,0,0
WC2022,3857255,2022-12-01,Takuma Asano,Japan,0.1312,0,0,0
WC2022,3857255,2022-12-01,Anssumane Fati,Spain,0.0,0,0,0
WC2022,3857255,2022-12-01,Takehiro Tomiyasu,Japan,0.0,0,0,0
WC2022,3857255,2022-12-01,Jordi Alba Ramos,Spain,0.0242,0,0,0
WC2022,3857255,2022-12-01,Wataru Endo,Japan,0.0,0,0,0
WC2022,3857272,2022-11-25,Jordan Pickford,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Kieran Trippier,England,0.0,0,0,0
WC2022,3857272,2022-11-25,John Stones,England,0.0422,0,0,0
WC2022,3857272,2022-11-25,Harry Maguire,England,0.0556,0,0,0
WC2022,3857272,2022-11-25,Luke Shaw,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Jude Bellingham,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Declan Rice,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Bukayo Saka,England,0.0868,0,0,0
WC2022,3857272,2022-11-25,Mason Mount,England,0.0907,0,0,0
WC2022,3857272,2022-11-25,Raheem Sterling,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Harry Kane,England,0.176,0,0,0
WC2022,3857272,2022-11-25,Matthew Charles Turner,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Sergino Dest,United States,0.0561,0,0,0
WC2022,3857272,2022-11-25,Walker Zimmerman,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Tim Ream,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Antonee Robinson,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Tyler Adams,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Yunus Dimoara Musah,United States,0.0168,0,0,0
WC2022,3857272,2022-11-25,Weston McKennie,United States,0.215,0,0,0
WC2022,3857272,2022-11-25,Christian Pulisic,United States,0.1361,0,0,0
WC2022,3857272,2022-11-25,Timothy Weah,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Haji Wright,United States,0.0903,0,0,0
WC2022,3857272,2022-11-25,Jack Grealish,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Jordan Brian Henderson,England,0.0,0,0,0
WC2022,3857272,2022-11-25,Brenden Aaronson,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Shaquell Moore,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Marcus Rashford,England,0.0093,0,0,0
WC2022,3857272,2022-11-25,Giovanni Reyna,United States,0.0,0,0,0
WC2022,3857272,2022-11-25,Joshua Sargent,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Alireza Safar Beiranvand,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Ramin Rezaeian,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Seyed Majid Hosseini,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Morteza Pouraliganji,Iran,0.2172,0,0,0
WC2022,3857278,2022-11-29,Milad Mohammadi,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Ahmad Nourollahi,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Saeid Ezatolahi Afagh,Iran,0.0068,0,0,0
WC2022,3857278,2022-11-29,Ali Gholizadeh,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Ehsan Hajsafi,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Mehdi Taremi,Iran,0.3054,0,0,0
WC2022,3857278,2022-11-29,Sardar Azmoun,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Matthew Charles Turner,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Sergino Dest,United States,0.0988,0,0,0
WC2022,3857278,2022-11-29,Cameron Carter-Vickers,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Tim Ream,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Antonee Robinson,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Tyler Adams,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Yunus Dimoara Musah,United States,0.1262,0,0,0
WC2022,3857278,2022-11-29,Weston McKennie,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Timothy Weah,United States,0.1674,0,0,0
WC2022,3857278,2022-11-29,Christian Pulisic,United States,0.6108,1,0,1
WC2022,3857278,2022-11-29,Joshua Sargent,United States,0.1087,0,0,0
WC2022,3857278,2022-11-29,Ali Karimi,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Brenden Aaronson,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Saman Ghoddos,Iran,0.3913,0,0,0
WC2022,3857278,2022-11-29,Kellyn Kai Perry-Acosta,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Mehdi Torabi,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Abolfazl Jalali,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Haji Wright,United States,0.0577,0,0,0
WC2022,3857278,2022-11-29,Karim Ansarifard,Iran,0.0,0,0,0
WC2022,3857278,2022-11-29,Walker Zimmerman,United States,0.0,0,0,0
WC2022,3857278,2022-11-29,Shaquell Moore,United States,0.0,0,0,0
WC2022,3857277,2022-11-23,Yassine Bounou,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Achraf Hakimi Mouh,Morocco,0.0194,0,0,0
WC2022,3857277,2022-11-23,Nayef Aguerd,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Romain Saïss,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Noussair Mazraoui,Morocco,0.1057,0,0,0
WC2022,3857277,2022-11-23,Sofyan Amrabat,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Hakim Ziyech,Morocco,0.1186,0,0,0
WC2022,3857277,2022-11-23,Azzedine Ounahi,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Selim Amallah,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Sofiane Boufal,Morocco,0.0847,0,0,0
WC2022,3857277,2022-11-23,Youssef En-Nesyri,Morocco,0.0342,0,0,0
WC2022,3857277,2022-11-23,Dominik Livaković,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Josip Juranović,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Dejan Lovren,Croatia,0.2503,0,0,0
WC2022,3857277,2022-11-23,Joško Gvardiol,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Borna Sosa,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Marcelo Brozović,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Luka Modrić,Croatia,0.0732,0,0,0
WC2022,3857277,2022-11-23,Mateo Kovačić,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Nikola Vlašić,Croatia,0.5166,0,0,0
WC2022,3857277,2022-11-23,Ivan Perišić,Croatia,0.0098,0,0,0
WC2022,3857277,2022-11-23,Andrej Kramarić,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Mario Pašalić,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Yahia Attiyat allah,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Abdessamad Ezzalzouli,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Marko Livaja,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Lovro Majer,Croatia,0.0,0,0,0
WC2022,3857277,2022-11-23,Abderrazak Hamdallah,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Abdelhamid Sabiri,Morocco,0.0,0,0,0
WC2022,3857277,2022-11-23,Mislav Oršić,Croatia,0.0,0,0,0
WC2022,3857273,2022-11-25,Wayne Hennessey,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Chris Mepham,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Joe Rodon,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Ben Davies,Wales,0.0535,0,0,0
WC2022,3857273,2022-11-25,Connor Roberts,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Neco Williams,Wales,0.0756,0,0,0
WC2022,3857273,2022-11-25,Ethan Ampadu,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Aaron Ramsey,Wales,0.0254,0,0,0
WC2022,3857273,2022-11-25,Harry Wilson,Wales,0.0302,0,0,0
WC2022,3857273,2022-11-25,Gareth Frank Bale,Wales,0.0217,0,0,0
WC2022,3857273,2022-11-25,Kieffer Roberto Francisco Moore,Wales,0.3495,0,0,0
WC2022,3857273,2022-11-25,Seyed Hossein Hosseini,Iran,0.0,0,0,0
WC2022,3857273,2022-11-25,Ramin Rezaeian,Iran,0.2304,1,0,1
WC2022,3857273,2022-11-25,Seyed Majid Hosseini,Iran,0.0,0,0,0
WC2022,3857273,2022-11-25,Morteza Pouraliganji,Iran,0.0516,0,0,0
WC2022,3857273,2022-11-25,Milad Mohammadi,Iran,0.0,0,0,0
WC2022,3857273,2022-11-25,Saeid Ezatolahi Afagh,Iran,0.0479,0,0,0
WC2022,3857273,2022-11-25,Ahmad Nourollahi,Iran,0.0519,0,0,0
WC2022,3857273,2022-11-25,Ali Gholizadeh,Iran,0.0428,0,0,0
WC2022,3857273,2022-11-25,Ehsan Hajsafi,Iran,0.0682,0,0,0
WC2022,3857273,2022-11-25,Mehdi Taremi,Iran,0.1615,0,0,0
WC2022,3857273,2022-11-25,Sardar Azmoun,Iran,0.6093,0,0,0
WC2022,3857273,2022-11-25,Brennan Johnson,Wales,0.0598,0,0,0
WC2022,3857273,2022-11-25,Daniel James,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Karim Ansarifard,Iran,0.064,0,0,0
WC2022,3857273,2022-11-25,Alireza Jahanbakhsh,Iran,0.0426,0,0,0
WC2022,3857273,2022-11-25,Mehdi Torabi,Iran,0.0511,0,0,0
WC2022,3857273,2022-11-25,Joe Allen,Wales,0.0,0,0,0
WC2022,3857273,2022-11-25,Roozbeh Cheshmi,Iran,0.0327,1,0,1
WC2022,3857273,2022-11-25,Ali Karimi,Iran,0.0,0,0,0
WC2022,3857273,2022-11-25,Daniel Ward,Wales,0.0,0,0,0
WC2022,3857275,2022-11-30,Aymen Dahmen,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Yassine Meriah,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Nader Ghandri,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Montassar Omar Talbi,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Wajdi Kechrida,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Ali Maâloul,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Ellyes Joris Skhiri,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Aïssa Bilal Laïdouni,Tunisia,0.0139,0,0,0
WC2022,3857275,2022-11-30,Anis Ben Slimane,Tunisia,0.1008,0,0,0
WC2022,3857275,2022-11-30,Mohamed Ali Ben Romdhane,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Wahbi Khazri,Tunisia,0.1837,1,0,1
WC2022,3857275,2022-11-30,Steve Mandanda,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Axel Disasi,France,0.061,0,0,0
WC2022,3857275,2022-11-30,Raphaël Varane,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Ibrahima Konaté,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Eduardo Camavinga,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Aurélien Djani Tchouaméni,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Youssouf Fofana,France,0.0412,0,0,0
WC2022,3857275,2022-11-30,Jordan Veretout,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Kingsley Coman,France,0.0879,0,0,0
WC2022,3857275,2022-11-30,Mattéo Guendouzi Olié,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Randal Kolo Muani,France,0.041,0,0,0
WC2022,3857275,2022-11-30,Issam Jebali,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,William Saliba,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Kylian Mbappé Lottin,France,0.0811,0,0,0
WC2022,3857275,2022-11-30,Adrien Rabiot,France,0.1444,0,0,0
WC2022,3857275,2022-11-30,Antoine Griezmann,France,0.0,0,0,0
WC2022,3857275,2022-11-30,Ghilane Chalali,Tunisia,0.0,0,0,0
WC2022,3857275,2022-11-30,Ousmane Dembélé,France,0.0203,0,0,0
WC2022,3857275,2022-11-30,Ali Abdi,Tunisia,0.0,0,0,0
WC2022,3857261,2022-11-29,Daniel Ward,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Neco Williams,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Chris Mepham,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Joe Rodon,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Ben Davies,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Joe Allen,Wales,0.0637,0,0,0
WC2022,3857261,2022-11-29,Ethan Ampadu,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Gareth Frank Bale,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Aaron Ramsey,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Daniel James,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Kieffer Roberto Francisco Moore,Wales,0.066,0,0,0
WC2022,3857261,2022-11-29,Jordan Pickford,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Kyle Walker,England,0.0,0,0,0
WC2022,3857261,2022-11-29,John Stones,England,0.4615,0,0,0
WC2022,3857261,2022-11-29,Harry Maguire,England,0.0108,0,0,0
WC2022,3857261,2022-11-29,Luke Shaw,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Declan Rice,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Jordan Brian Henderson,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Jude Bellingham,England,0.4939,0,0,0
WC2022,3857261,2022-11-29,Phil Foden,England,1.2287,1,0,1
WC2022,3857261,2022-11-29,Marcus Rashford,England,0.6623,2,0,2
WC2022,3857261,2022-11-29,Harry Kane,England,0.0582,0,0,0
WC2022,3857261,2022-11-29,Connor Roberts,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Brennan Johnson,Wales,0.0219,0,0,0
WC2022,3857261,2022-11-29,Trent Alexander-Arnold,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Callum Wilson,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Kalvin Phillips,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Joseff Morrell,Wales,0.0,0,0,0
WC2022,3857261,2022-11-29,Kieran Trippier,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Jack Grealish,England,0.0,0,0,0
WC2022,3857261,2022-11-29,Harry Wilson,Wales,0.0313,0,0,0
WC2022,3857261,2022-11-29,Rubin Colwill,Wales,0.0251,0,0,0
WC2022,3857290,2022-11-24,Yann Sommer,Switzerland,0.0,0,0,0
WC2022,3857290,2022-11-24,Silvan Widmer,Switzerland,0.0,0,0,0
WC2022,3857290,2022-11-24,Manuel Obafemi Akanji,Switzerland,0.1556,0,0,0
