comp,match_id,date,player,team,npxg,npg,peng,goals
WC2022,3857267,2022-11-29,Jeremy Leonel Sarmiento Morante,Ecuador,0.0293,0,0,0
WC2022,3857267,2022-11-29,Djorkaeff Neicer Reasco González,Ecuador,0.0,0,0,0
WC2022,3857267,2022-11-29,Nampalys Mendy,Senegal,0.0,0,0,0
WC2022,3857267,2022-11-29,Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,0.0,0,0,0
WC2022,3857267,2022-11-29,Jackson Gabriel Porozo Vernaza,Ecuador,0.0525,0,0,0
WC2022,3857267,2022-11-29,Pape Abou Cissé,Senegal,0.0,0,0,0
WC2022,3857287,2022-11-24,Sergio Rochet Álvarez,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,José Martín Cáceres Silva,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,Diego Roberto Godín Leal,Uruguay,0.0547,0,0,0
WC2022,3857287,2022-11-24,José María Giménez de Vargas,Uruguay,0.0464,0,0,0
WC2022,3857287,2022-11-24,Mathías Olivera Miramontes,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,Rodrigo Bentancur Colmán,Uruguay,0.0525,0,0,0
WC2022,3857287,2022-11-24,Federico Santiago Valverde Dipetta,Uruguay,0.0783,0,0,0
WC2022,3857287,2022-11-24,Matías Vecino Falero,Uruguay,0.0522,0,0,0
WC2022,3857287,2022-11-24,Facundo Pellistri Rebollo,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,Darwin Gabriel Núñez Ribeiro,Uruguay,0.0282,0,0,0
WC2022,3857287,2022-11-24,Luis Alberto Suárez Díaz,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,Seung-Gyu Kim,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Moon-Hwan Kim,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Min Jae Kim,South Korea,0.0469,0,0,0
WC2022,3857287,2022-11-24,Young-Gwon Kim,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Jin-Su Kim,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,In-Beom Hwang,South Korea,0.0301,0,0,0
WC2022,3857287,2022-11-24,Woo-Young Jung,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Sang-Ho Na,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Jae-Sung Lee,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Heung-Min Son,South Korea,0.0336,0,0,0
WC2022,3857287,2022-11-24,Ui-Jo Hwang,South Korea,0.3231,0,0,0
WC2022,3857287,2022-11-24,Edinson Roberto Cavani Gómez,Uruguay,0.1049,0,0,0
WC2022,3857287,2022-11-24,Gue-Sung Cho,South Korea,0.0361,0,0,0
WC2022,3857287,2022-11-24,Jun-Ho Son,South Korea,0.0,0,0,0
WC2022,3857287,2022-11-24,Kang-In Lee,South Korea,0.0232,0,0,0
WC2022,3857287,2022-11-24,Diego Nicolás De La Cruz Arcosa,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,Matías Nicolás Viña Susperreguy,Uruguay,0.0,0,0,0
WC2022,3857287,2022-11-24,Guillermo Varela Olivera,Uruguay,0.0,0,0,0
WC2022,3869486,2022-12-10,Yassine Bounou,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Achraf Hakimi Mouh,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Jawad El Yamiq,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Romain Saïss,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Yahia Attiyat allah,Morocco,0.0822,0,0,0
WC2022,3869486,2022-12-10,Sofyan Amrabat,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Hakim Ziyech,Morocco,0.0082,0,0,0
WC2022,3869486,2022-12-10,Azzedine Ounahi,Morocco,0.0329,0,0,0
WC2022,3869486,2022-12-10,Selim Amallah,Morocco,0.0605,0,0,0
WC2022,3869486,2022-12-10,Sofiane Boufal,Morocco,0.035,0,0,0
WC2022,3869486,2022-12-10,Youssef En-Nesyri,Morocco,0.3621,1,0,1
WC2022,3869486,2022-12-10,Diogo Meireles Costa,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,José Diogo Dalot Teixeira,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Kléper Laveran Lima Ferreira,Portugal,0.1493,0,0,0
WC2022,3869486,2022-12-10,Rúben Santos Gato Alves Dias,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Raphaël Adelino José Guerreiro,Portugal,0.0192,0,0,0
WC2022,3869486,2022-12-10,Rúben Diogo Da Silva Neves,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.1093,0,0,0
WC2022,3869486,2022-12-10,Otávio Edmilson da Silva Monteiro,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Bruno Miguel Borges Fernandes,Portugal,0.064,0,0,0
WC2022,3869486,2022-12-10,João Félix Sequeira,Portugal,0.2394,0,0,0
WC2022,3869486,2022-12-10,Gonçalo Matias Ramos,Portugal,0.1059,0,0,0
WC2022,3869486,2022-12-10,João Pedro Cavaco Cancelo,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.057,0,0,0
WC2022,3869486,2022-12-10,Achraf Dari,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Walid Cheddira,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Badr Banoun,Morocco,0.0,0,0,0
WC2022,3869486,2022-12-10,Rafael Alexandre Conceição Leão,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Vitor Machado Ferreira,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Ricardo Jorge Luz Horta,Portugal,0.0,0,0,0
WC2022,3869486,2022-12-10,Zakaria Aboukhlal,Morocco,0.3911,0,0,0
WC2022,3869486,2022-12-10,Yahya Jabrane,Morocco,0.0,0,0,0
WC2022,3857260,2022-11-30,Mohammed Khalil Al Owais,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Sultan Abdullah Salim Al Ghannam,Saudi Arabia,0.2448,0,0,0
WC2022,3857260,2022-11-30,Abdulelah Al Amri,Saudi Arabia,0.0378,0,0,0
WC2022,3857260,2022-11-30,Hassan Mohammed Al-Tambakti,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Ali Albulayhi,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Ali Al Hassan,Saudi Arabia,0.1015,0,0,0
WC2022,3857260,2022-11-30,Saud Abdullah Abdul Hamid,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Firas Tariq Nasser Al Albirakan,Saudi Arabia,0.0131,0,0,0
WC2022,3857260,2022-11-30,Salem Mohammed Al Dawsari,Saudi Arabia,0.5356,1,0,1
WC2022,3857260,2022-11-30,Saleh Khalid Al Shehri,Saudi Arabia,0.0218,0,0,0
WC2022,3857260,2022-11-30,Mohammed Kanoo,Saudi Arabia,0.1214,0,0,0
WC2022,3857260,2022-11-30,Francisco Guillermo Ochoa Magaña,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,Jorge Eduardo Sánchez Ramos,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,César Jasib Montes Castro,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,Héctor Alfredo Moreno Herrera,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,Jesús Daniel Gallardo Vasconcelos,Mexico,0.0643,0,0,0
WC2022,3857260,2022-11-30,Edson Omar Álvarez Velázquez,Mexico,0.0137,0,0,0
WC2022,3857260,2022-11-30,Luis Gerardo Chávez Magallón,Mexico,0.2074,1,0,1
WC2022,3857260,2022-11-30,Hirving Rodrigo Lozano Bahena,Mexico,0.176,0,0,0
WC2022,3857260,2022-11-30,Orbelín Pineda Alvarado,Mexico,0.505,0,0,0
WC2022,3857260,2022-11-30,Ernesto Alexis Vega Rojas,Mexico,0.416,0,0,0
WC2022,3857260,2022-11-30,Henry Josué Martín Mex,Mexico,0.6043,1,0,1
WC2022,3857260,2022-11-30,Riyadh Sharahili,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Carlos Uriel Antuna Romero,Mexico,0.2687,0,0,0
WC2022,3857260,2022-11-30,Abdullah Mohammed Madu,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Abdulrahman Al-Obood,Saudi Arabia,0.0,0,0,0
WC2022,3857260,2022-11-30,Carlos Alberto Rodríguez Gómez,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,Raúl Alonso Jiménez Rodríguez,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,Kevin Nahin Álvarez Campos,Mexico,0.0,0,0,0
WC2022,3857260,2022-11-30,Rogelio Gabriel Funes Mori,Mexico,0.0666,0,0,0
WC2022,3857260,2022-11-30,Hattan Babhir,Saudi Arabia,0.0,0,0,0
WC2022,3857264,2022-11-30,Wojciech Szczęsny,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Matty Cash,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Kamil Glik,Poland,0.1094,0,0,0
WC2022,3857264,2022-11-30,Jakub Piotr Kiwior,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Bartosz Bereszyński,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Krystian Bielik,Poland,0.0615,0,0,0
WC2022,3857264,2022-11-30,Grzegorz Krychowiak,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Piotr Zieliński,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Przemysław Frankowski,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Robert Lewandowski,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Karol Świderski,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Damián Emiliano Martínez,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Nahuel Molina Lucero,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Cristian Gabriel Romero,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Nicolás Hernán Otamendi,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Marcos Javier Acuña,Argentina,0.0761,0,0,0
WC2022,3857264,2022-11-30,Enzo Fernandez,Argentina,0.0245,0,0,0
WC2022,3857264,2022-11-30,Rodrigo Javier De Paul,Argentina,0.3153,0,0,0
WC2022,3857264,2022-11-30,Alexis Mac Allister,Argentina,0.2376,1,0,1
WC2022,3857264,2022-11-30,Ángel Fabián Di María Hernández,Argentina,0.0445,0,0,0
WC2022,3857264,2022-11-30,Julián Álvarez,Argentina,0.8114,1,0,1
WC2022,3857264,2022-11-30,Lionel Andrés Messi Cuccittini,Argentina,0.3799,0,0,0
WC2022,3857264,2022-11-30,Michał Skóraś,Poland,0.0267,0,0,0
WC2022,3857264,2022-11-30,Jakub Kamiński,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Leandro Daniel Paredes,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Nicolás Alejandro Tagliafico,Argentina,0.2242,0,0,0
WC2022,3857264,2022-11-30,Damian Szymański,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Artur Jędrzejczyk,Poland,0.0,0,0,0
WC2022,3857264,2022-11-30,Lautaro Javier Martínez,Argentina,0.1796,0,0,0
WC2022,3857264,2022-11-30,Germán Alejandro Pezzella,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Thiago Ezequiel Almada,Argentina,0.0,0,0,0
WC2022,3857264,2022-11-30,Krzysztof Piątek,Poland,0.0,0,0,0
WC2022,3857289,2022-11-26,Damián Emiliano Martínez,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Gonzalo Ariel Montiel,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Nicolás Hernán Otamendi,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Lisandro Martínez,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Marcos Javier Acuña,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Rodrigo Javier De Paul,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Guido Rodríguez,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Ángel Fabián Di María Hernández,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Alexis Mac Allister,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Lionel Andrés Messi Cuccittini,Argentina,0.1012,1,0,1
WC2022,3857289,2022-11-26,Lautaro Javier Martínez,Argentina,0.138,0,0,0
WC2022,3857289,2022-11-26,Francisco Guillermo Ochoa Magaña,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Néstor Alejandro Araújo Razo,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,César Jasib Montes Castro,Mexico,0.0989,0,0,0
WC2022,3857289,2022-11-26,Héctor Alfredo Moreno Herrera,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Kevin Nahin Álvarez Campos,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Jesús Daniel Gallardo Vasconcelos,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Héctor Miguel Herrera López,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Luis Gerardo Chávez Magallón,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,José Andrés Guardado Hernández,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Hirving Rodrigo Lozano Bahena,Mexico,0.0403,0,0,0
WC2022,3857289,2022-11-26,Ernesto Alexis Vega Rojas,Mexico,0.0672,0,0,0
WC2022,3857289,2022-11-26,Érick Gabriel Gutiérrez Galaviz,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Enzo Fernandez,Argentina,0.0351,1,0,1
WC2022,3857289,2022-11-26,Julián Álvarez,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Nahuel Molina Lucero,Argentina,0.0509,0,0,0
WC2022,3857289,2022-11-26,Raúl Alonso Jiménez Rodríguez,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Carlos Uriel Antuna Romero,Mexico,0.0,0,0,0
WC2022,3857289,2022-11-26,Exequiel Alejandro Palacios,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Cristian Gabriel Romero,Argentina,0.0,0,0,0
WC2022,3857289,2022-11-26,Roberto Carlos Alvarado Hernández,Mexico,0.0,0,0,0
WC2022,3869254,2022-12-06,Diogo Meireles Costa,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,José Diogo Dalot Teixeira,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,Kléper Laveran Lima Ferreira,Portugal,0.1858,1,0,1
WC2022,3869254,2022-12-06,Rúben Santos Gato Alves Dias,Portugal,0.0375,0,0,0
WC2022,3869254,2022-12-06,Raphaël Adelino José Guerreiro,Portugal,0.3803,1,0,1
WC2022,3869254,2022-12-06,William Silva de Carvalho,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,Otávio Edmilson da Silva Monteiro,Portugal,0.0325,0,0,0
WC2022,3869254,2022-12-06,Bruno Miguel Borges Fernandes,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,João Félix Sequeira,Portugal,0.0439,0,0,0
WC2022,3869254,2022-12-06,Gonçalo Matias Ramos,Portugal,1.5651,3,0,3
WC2022,3869254,2022-12-06,Yann Sommer,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Manuel Obafemi Akanji,Switzerland,0.6689,1,0,1
WC2022,3869254,2022-12-06,Fabian Lukas Schär,Switzerland,0.0244,0,0,0
WC2022,3869254,2022-12-06,Ricardo Iván Rodríguez Araya,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Edimilson Fernandes,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Ruben Vargas,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Granit Xhaka,Switzerland,0.0837,0,0,0
WC2022,3869254,2022-12-06,Djibril Sow,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Remo Freuler,Switzerland,0.2949,0,0,0
WC2022,3869254,2022-12-06,Breel-Donald Embolo,Switzerland,0.0943,0,0,0
WC2022,3869254,2022-12-06,Xherdan Shaqiri,Switzerland,0.0318,0,0,0
WC2022,3869254,2022-12-06,Eray Ervin Cömert,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Denis Lemi Zakaria Lako Lado,Switzerland,0.0419,0,0,0
WC2022,3869254,2022-12-06,Haris Seferović,Switzerland,0.0,0,0,0
WC2022,3869254,2022-12-06,Noah Okafor,Switzerland,0.0321,0,0,0
WC2022,3869254,2022-12-06,Ricardo Jorge Luz Horta,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0288,0,0,0
WC2022,3869254,2022-12-06,Vitor Machado Ferreira,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,Rúben Diogo Da Silva Neves,Portugal,0.0,0,0,0
WC2022,3869254,2022-12-06,Rafael Alexandre Conceição Leão,Portugal,0.0103,1,0,1
WC2022,3869254,2022-12-06,Ardon Jashari,Switzerland,0.0,0,0,0
WC2022,3869118,2022-12-04,Jordan Pickford,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Kyle Walker,England,0.0,0,0,0
WC2022,3869118,2022-12-04,John Stones,England,0.0837,0,0,0
WC2022,3869118,2022-12-04,Harry Maguire,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Luke Shaw,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Declan Rice,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Jordan Brian Henderson,England,0.1317,1,0,1
WC2022,3869118,2022-12-04,Jude Bellingham,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Bukayo Saka,England,0.2526,1,0,1
WC2022,3869118,2022-12-04,Philip Foden,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Harry Kane,England,0.4061,1,0,1
WC2022,3869118,2022-12-04,Edouard Mendy,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Youssouf Sabaly,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Kalidou Koulibaly,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Abdou Diallo,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Ismail Jakobs,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Pathé Ismaël Ciss,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Nampalys Mendy,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Krépin Diatta,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Iliman Ndiaye,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Ismaïla Sarr,Senegal,0.7367,0,0,0
WC2022,3869118,2022-12-04,Boulaye Dia,Senegal,0.0892,0,0,0
WC2022,3869118,2022-12-04,Pape Gueye,Senegal,0.028,0,0,0
WC2022,3869118,2022-12-04,Pape Matar Sarr,Senegal,0.0859,0,0,0
WC2022,3869118,2022-12-04,Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,0.033,0,0,0
WC2022,3869118,2022-12-04,Marcus Rashford,England,0.1459,0,0,0
WC2022,3869118,2022-12-04,Jack Grealish,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Famara Diedhiou,Senegal,0.0,0,0,0
WC2022,3869118,2022-12-04,Mason Mount,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Eric Dier,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Kalvin Phillips,England,0.0,0,0,0
WC2022,3869118,2022-12-04,Fodé Ballo Touré,Senegal,0.0,0,0,0
WC2022,3869519,2022-12-13,Damián Emiliano Martínez,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Nahuel Molina Lucero,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Cristian Gabriel Romero,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Nicolás Hernán Otamendi,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Nicolás Alejandro Tagliafico,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Leandro Daniel Paredes,Argentina,0.0144,0,0,0
WC2022,3869519,2022-12-13,Enzo Fernandez,Argentina,0.0278,0,0,0
WC2022,3869519,2022-12-13,Rodrigo Javier De Paul,Argentina,0.0277,0,0,0
WC2022,3869519,2022-12-13,Alexis Mac Allister,Argentina,0.2098,0,0,0
WC2022,3869519,2022-12-13,Lionel Andrés Messi Cuccittini,Argentina,0.1058,0,1,1
WC2022,3869519,2022-12-13,Julián Álvarez,Argentina,0.6954,2,0,2
WC2022,3869519,2022-12-13,Dominik Livaković,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Josip Juranović,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Dejan Lovren,Croatia,0.1312,0,0,0
WC2022,3869519,2022-12-13,Joško Gvardiol,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Borna Sosa,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Marcelo Brozović,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Luka Modrić,Croatia,0.0262,0,0,0
WC2022,3869519,2022-12-13,Mateo Kovačić,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Mario Pašalić,Croatia,0.0786,0,0,0
WC2022,3869519,2022-12-13,Ivan Perišić,Croatia,0.0475,0,0,0
WC2022,3869519,2022-12-13,Andrej Kramarić,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Mislav Oršić,Croatia,0.0326,0,0,0
WC2022,3869519,2022-12-13,Nikola Vlašić,Croatia,0.0491,0,0,0
WC2022,3869519,2022-12-13,Bruno Petković,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Lisandro Martínez,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Marko Livaja,Croatia,0.0,0,0,0
WC2022,3869519,2022-12-13,Exequiel Alejandro Palacios,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Paulo Bruno Exequiel Dybala,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Lovro Majer,Croatia,0.0448,0,0,0
WC2022,3869519,2022-12-13,Ángel Martín Correa,Argentina,0.0,0,0,0
WC2022,3869519,2022-12-13,Juan Marcos Foyth,Argentina,0.0,0,0,0
WC2022,3869354,2022-12-10,Jordan Pickford,England,0.0,0,0,0
WC2022,3869354,2022-12-10,Kyle Walker,England,0.0,0,0,0
WC2022,3869354,2022-12-10,John Stones,England,0.0,0,0,0
WC2022,3869354,2022-12-10,Harry Maguire,England,0.1206,0,0,0
WC2022,3869354,2022-12-10,Luke Shaw,England,0.0628,0,0,0
WC2022,3869354,2022-12-10,Declan Rice,England,0.0,0,0,0
WC2022,3869354,2022-12-10,Jordan Brian Henderson,England,0.0172,0,0,0
WC2022,3869354,2022-12-10,Jude Bellingham,England,0.2645,0,0,0
WC2022,3869354,2022-12-10,Bukayo Saka,England,0.0707,0,0,0
WC2022,3869354,2022-12-10,Philip Foden,England,0.0227,0,0,0
WC2022,3869354,2022-12-10,Harry Kane,England,0.1237,0,1,1
WC2022,3869354,2022-12-10,Hugo Lloris,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Jules Koundé,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Raphaël Varane,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Dayotchanculle Upamecano,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Theo Bernard François Hernández,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Aurélien Djani Tchouaméni,France,0.0279,1,0,1
WC2022,3869354,2022-12-10,Adrien Rabiot,France,0.0667,0,0,0
WC2022,3869354,2022-12-10,Ousmane Dembélé,France,0.0308,0,0,0
WC2022,3869354,2022-12-10,Antoine Griezmann,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Kylian Mbappé Lottin,France,0.068,0,0,0
WC2022,3869354,2022-12-10,Olivier Giroud,France,0.646,1,0,1
WC2022,3869354,2022-12-10,Kingsley Coman,France,0.0,0,0,0
WC2022,3869354,2022-12-10,Mason Mount,England,0.0241,0,0,0
WC2022,3869354,2022-12-10,Raheem Sterling,England,0.0,0,0,0
WC2022,3869354,2022-12-10,Marcus Rashford,England,0.0792,0,0,0
WC2022,3869354,2022-12-10,Jack Grealish,England,0.0,0,0,0
WC2022,3869552,2022-12-14,Hugo Lloris,France,0.0,0,0,0
WC2022,3869552,2022-12-14,Jules Koundé,France,0.0177,0,0,0
WC2022,3869552,2022-12-14,Raphaël Varane,France,0.0755,0,0,0
WC2022,3869552,2022-12-14,Ibrahima Konaté,France,0.0,0,0,0
WC2022,3869552,2022-12-14,Theo Bernard François Hernández,France,0.0979,1,0,1
WC2022,3869552,2022-12-14,Aurélien Djani Tchouaméni,France,0.0403,0,0,0
WC2022,3869552,2022-12-14,Youssouf Fofana,France,0.1014,0,0,0
WC2022,3869552,2022-12-14,Ousmane Dembélé,France,0.0,0,0,0
WC2022,3869552,2022-12-14,Antoine Griezmann,France,0.0,0,0,0
WC2022,3869552,2022-12-14,Kylian Mbappé Lottin,France,0.2792,0,0,0
WC2022,3869552,2022-12-14,Olivier Giroud,France,0.4225,0,0,0
WC2022,3869552,2022-12-14,Yassine Bounou,Morocco,0.0,0,0,0
WC2022,3869552,2022-12-14,Achraf Dari,Morocco,0.0,0,0,0
WC2022,3869552,2022-12-14,Romain Saïss,Morocco,0.0,0,0,0
WC2022,3869552,2022-12-14,Jawad El Yamiq,Morocco,0.0641,0,0,0
WC2022,3869552,2022-12-14,Achraf Hakimi Mouh,Morocco,0.0206,0,0,0
WC2022,3869552,2022-12-14,Noussair Mazraoui,Morocco,0.0,0,0,0
WC2022,3869552,2022-12-14,Sofyan Amrabat,Morocco,0.0207,0,0,0
WC2022,3869552,2022-12-14,Azzedine Ounahi,Morocco,0.1885,0,0,0
WC2022,3869552,2022-12-14,Hakim Ziyech,Morocco,0.0611,0,0,0
WC2022,3869552,2022-12-14,Sofiane Boufal,Morocco,0.0353,0,0,0
WC2022,3869552,2022-12-14,Youssef En-Nesyri,Morocco,0.0,0,0,0
WC2022,3869552,2022-12-14,Selim Amallah,Morocco,0.0,0,0,0
WC2022,3869552,2022-12-14,Yahia Attiyat allah,Morocco,0.2494,0,0,0
WC2022,3869552,2022-12-14,Marcus Thuram,France,0.1157,0,0,0
WC2022,3869552,2022-12-14,Abderrazak Hamdallah,Morocco,0.5062,0,0,0
WC2022,3869552,2022-12-14,Zakaria Aboukhlal,Morocco,0.0249,0,0,0
WC2022,3869552,2022-12-14,Abdessamad Ezzalzouli,Morocco,0.0595,0,0,0
WC2022,3869552,2022-12-14,Randal Kolo Muani,France,0.8521,1,0,1
WC2022,3869420,2022-12-09,Dominik Livaković,Croatia,0.0,0,0,0
WC2022,3869420,2022-12-09,Josip Juranović,Croatia,0.0,0,0,0
WC2022,3869420,2022-12-09,Dejan Lovren,Croatia,0.0,0,0,0
WC2022,3869420,2022-12-09,Joško Gvardiol,Croatia,0.0,0,0,0
WC2022,3869420,2022-12-09,Borna Sosa,Croatia,0.0,0,0,0
WC2022,3869420,2022-12-09,Marcelo Brozović,Croatia,0.1247,0,0,0
WC2022,3869420,2022-12-09,Luka Modrić,Croatia,0.0,0,1,1
WC2022,3869420,2022-12-09,Mateo Kovačić,Croatia,0.0,0,0,0
