date,home,away,home_ml,away_ml,p_home_close,p_away_close,vig,n_books
2021-04-04,San Diego Padres,Arizona Diamondbacks,-218,188,0.66324,0.33676,0.03287,4
2021-04-04,Seattle Mariners,San Francisco Giants,102,-119,0.47611,0.52389,0.03721,4
2021-04-05,Cincinnati Reds,Pittsburgh Pirates,-156,138,0.59168,0.40832,0.03119,4
2021-04-05,Detroit Tigers,Minnesota Twins,136,-156,0.41066,0.58934,0.034,4
2021-04-05,Los Angeles Angels,Chicago White Sox,-126,106,0.53472,0.46528,0.0408,4
2021-04-05,Miami Marlins,St. Louis Cardinals,-114,101,0.51759,0.48241,0.03131,4
2021-04-05,New York Yankees,Baltimore Orioles,-232,195,0.6735,0.3265,0.03823,4
2021-04-05,Philadelphia Phillies,New York Mets,180,-208,0.34649,0.65351,0.03258,4
2021-04-05,Texas Rangers,Toronto Blue Jays,132,-152,0.41625,0.58375,0.03328,4
2021-04-06,Athletics,Los Angeles Dodgers,138,-158,0.40772,0.59228,0.0327,4
2021-04-06,Boston Red Sox,Tampa Bay Rays,144,-162,0.39861,0.60139,0.02816,4
2021-04-06,Cincinnati Reds,Pittsburgh Pirates,-158,142,0.5969,0.4031,0.02723,4
2021-04-06,Detroit Tigers,Minnesota Twins,128,-142,0.42864,0.57136,0.02548,4
2021-04-06,Los Angeles Angels,Houston Astros,-112,-104,0.50897,0.49103,0.03579,4
2021-04-06,Miami Marlins,St. Louis Cardinals,-124,107,0.53444,0.46556,0.03766,4
2021-04-06,New York Yankees,Baltimore Orioles,-305,252,0.72637,0.27363,0.03677,4
2021-04-06,Philadelphia Phillies,New York Mets,112,-128,0.45616,0.54384,0.03406,4
2021-04-06,San Diego Padres,San Francisco Giants,-154,136,0.58842,0.41158,0.0317,4
2021-04-06,Seattle Mariners,Chicago White Sox,106,-124,0.46661,0.53339,0.03783,4
2021-04-06,Washington Nationals,Atlanta Braves,-118,101,0.52058,0.47942,0.03774,4
2021-04-07,Athletics,Los Angeles Dodgers,155,-176,0.38079,0.61921,0.02984,4
2021-04-07,Boston Red Sox,Tampa Bay Rays,-118,103,0.52305,0.47695,0.03284,4
2021-04-07,Chicago Cubs,Milwaukee Brewers,-106,-108,0.49717,0.50283,0.03261,4
2021-04-07,Cincinnati Reds,Pittsburgh Pirates,-218,182,0.65931,0.34069,0.03902,4
2021-04-07,Colorado Rockies,Arizona Diamondbacks,-130,114,0.54726,0.45274,0.03454,4
2021-04-07,Detroit Tigers,Minnesota Twins,155,-176,0.38055,0.61945,0.03049,4
2021-04-07,Miami Marlins,St. Louis Cardinals,100,-116,0.48165,0.51835,0.03811,4
2021-04-07,New York Yankees,Baltimore Orioles,-208,176,0.65024,0.34976,0.03777,4
2021-04-07,Philadelphia Phillies,New York Mets,-168,148,0.60781,0.39219,0.03021,4
2021-04-07,San Diego Padres,San Francisco Giants,-190,162,0.63233,0.36767,0.03612,4
2021-04-07,Seattle Mariners,Chicago White Sox,139,-155,0.40771,0.59229,0.02625,4
2021-04-07,Texas Rangers,Toronto Blue Jays,119,-136,0.4417,0.5583,0.03379,4
2021-04-07,Washington Nationals,Atlanta Braves,-135,122,0.5605,0.4395,0.02492,3
2021-04-08,Baltimore Orioles,Boston Red Sox,140,-155,0.4067,0.5933,0.02451,4
2021-04-08,Chicago White Sox,Kansas City Royals,-168,152,0.61215,0.38785,0.02517,4
2021-04-08,Colorado Rockies,Arizona Diamondbacks,104,-117,0.47682,0.52318,0.03057,4
2021-04-08,Minnesota Twins,Seattle Mariners,-210,180,0.65519,0.34481,0.03393,4
2021-04-08,New York Mets,Miami Marlins,-188,165,0.63347,0.36653,0.02953,4
2021-04-08,Pittsburgh Pirates,Chicago Cubs,135,-154,0.41272,0.58728,0.03105,4
2021-04-08,St. Louis Cardinals,Milwaukee Brewers,128,-145,0.42618,0.57382,0.0314,4
2021-04-08,Toronto Blue Jays,Los Angeles Angels,-110,-106,0.50503,0.49497,0.03719,4
2021-04-09,Atlanta Braves,Philadelphia Phillies,-129,114,0.54717,0.45283,0.02952,4
2021-04-09,Houston Astros,Athletics,-168,145,0.60538,0.39462,0.03433,4
2021-04-09,Los Angeles Dodgers,Washington Nationals,-295,240,0.71745,0.28255,0.04095,4
2021-04-09,San Francisco Giants,Colorado Rockies,-157,140,0.59451,0.40549,0.02756,4
2021-04-09,Tampa Bay Rays,New York Yankees,120,-140,0.43759,0.56241,0.03875,4
2021-04-09,Toronto Blue Jays,Los Angeles Angels,106,-124,0.46721,0.53279,0.03901,4
2021-04-10,Arizona Diamondbacks,Cincinnati Reds,130,-151,0.41952,0.58048,0.03638,4
2021-04-10,Atlanta Braves,Philadelphia Phillies,-142,125,0.56901,0.43099,0.03122,4
2021-04-10,Baltimore Orioles,Boston Red Sox,115,-131,0.4506,0.5494,0.03222,4
2021-04-10,Houston Astros,Athletics,-182,164,0.63038,0.36962,0.02481,4
2021-04-10,Minnesota Twins,Seattle Mariners,-190,164,0.63365,0.36635,0.03396,4
2021-04-10,New York Mets,Miami Marlins,-293,238,0.7156,0.2844,0.04184,4
2021-04-10,Pittsburgh Pirates,Chicago Cubs,137,-156,0.40883,0.59117,0.03208,4
2021-04-10,San Francisco Giants,Colorado Rockies,-182,160,0.62659,0.37341,0.03001,4
2021-04-10,St. Louis Cardinals,Milwaukee Brewers,-114,-104,0.51106,0.48894,0.04022,4
2021-04-10,Tampa Bay Rays,New York Yankees,122,-139,0.43702,0.56298,0.03306,4
2021-04-10,Texas Rangers,San Diego Padres,168,-192,0.36226,0.63774,0.03195,4
2021-04-10,Toronto Blue Jays,Los Angeles Angels,-114,100,0.51584,0.48416,0.03271,4
2021-04-11,Arizona Diamondbacks,Cincinnati Reds,111,-130,0.45608,0.54392,0.03915,4
2021-04-11,Atlanta Braves,Philadelphia Phillies,-174,151,0.61424,0.38576,0.03278,4
2021-04-11,Baltimore Orioles,Boston Red Sox,126,-144,0.42938,0.57062,0.03278,4
2021-04-11,Chicago White Sox,Kansas City Royals,-122,108,0.53384,0.46616,0.03133,4
2021-04-11,Los Angeles Dodgers,Washington Nationals,-161,138,0.59483,0.40517,0.03703,4
2021-04-11,Minnesota Twins,Seattle Mariners,-188,165,0.63368,0.36632,0.03014,4
2021-04-11,Pittsburgh Pirates,Chicago Cubs,122,-142,0.43409,0.56591,0.03536,4
2021-04-11,San Francisco Giants,Colorado Rockies,-127,110,0.54021,0.45979,0.03566,4
2021-04-11,St. Louis Cardinals,Milwaukee Brewers,-131,116,0.55055,0.44945,0.03006,4
2021-04-11,Tampa Bay Rays,New York Yankees,129,-146,0.42355,0.57645,0.031,4
2021-04-11,Texas Rangers,San Diego Padres,149,-174,0.38716,0.61284,0.03731,4
2021-04-12,Atlanta Braves,Miami Marlins,-138,120,0.56074,0.43926,0.03246,4
2021-04-12,Milwaukee Brewers,Chicago Cubs,-132,116,0.55153,0.44847,0.02993,4
2021-04-12,Pittsburgh Pirates,San Diego Padres,178,-215,0.34554,0.65446,0.0429,4
2021-04-12,St. Louis Cardinals,Washington Nationals,-147,130,0.57785,0.42215,0.02992,4
2021-04-12,Tampa Bay Rays,Texas Rangers,-202,173,0.64633,0.35367,0.03572,4
2021-04-12,Toronto Blue Jays,New York Yankees,170,-195,0.35953,0.64047,0.03207,4
2021-04-13,Arizona Diamondbacks,Athletics,116,-134,0.44722,0.55278,0.0376,4
2021-04-13,Atlanta Braves,Miami Marlins,-168,142,0.60293,0.39707,0.03854,4
2021-04-13,Baltimore Orioles,Seattle Mariners,-137,122,0.56259,0.43741,0.0275,2
2021-04-13,Houston Astros,Detroit Tigers,-255,215,0.6935,0.3065,0.03577,4
2021-04-13,Kansas City Royals,Los Angeles Angels,-103,-111,0.49096,0.50904,0.03346,4
2021-04-13,Milwaukee Brewers,Chicago Cubs,-128,110,0.54106,0.45894,0.03759,4
2021-04-13,Minnesota Twins,Boston Red Sox,-136,118,0.55584,0.44416,0.03514,4
2021-04-13,New York Mets,Philadelphia Phillies,110,-125,0.46154,0.53846,0.03175,2
2021-04-13,Pittsburgh Pirates,San Diego Padres,202,-238,0.32034,0.67966,0.03538,4
2021-04-13,San Francisco Giants,Cincinnati Reds,-108,-106,0.50281,0.49719,0.03495,4
2021-04-13,St. Louis Cardinals,Washington Nationals,-108,-107,0.50112,0.49888,0.03614,4
2021-04-13,Tampa Bay Rays,Texas Rangers,-174,150,0.61329,0.38671,0.03437,4
2021-04-13,Toronto Blue Jays,New York Yankees,-111,-105,0.50668,0.49332,0.03826,4
2021-04-14,Atlanta Braves,Miami Marlins,-268,220,0.69963,0.30037,0.04039,4
2021-04-14,Houston Astros,Detroit Tigers,-180,162,0.62791,0.37209,0.02381,4
2021-04-14,Kansas City Royals,Los Angeles Angels,121,-139,0.43758,0.56242,0.03408,4
2021-04-14,Los Angeles Dodgers,Colorado Rockies,-320,265,0.73552,0.26448,0.03588,4
2021-04-14,Milwaukee Brewers,Chicago Cubs,-176,155,0.61921,0.38079,0.02984,4
2021-04-14,Minnesota Twins,Boston Red Sox,-148,129,0.57746,0.42254,0.03346,4
2021-04-14,New York Mets,Philadelphia Phillies,102,-118,0.47818,0.52182,0.03528,4
2021-04-14,Pittsburgh Pirates,San Diego Padres,180,-210,0.34521,0.65479,0.03456,4
2021-04-14,San Francisco Giants,Cincinnati Reds,102,-116,0.47855,0.52145,0.03193,4
2021-04-14,St. Louis Cardinals,Washington Nationals,-122,108,0.53324,0.46676,0.03249,4
2021-04-14,Tampa Bay Rays,Texas Rangers,-190,165,0.63453,0.36547,0.03253,4
2021-04-14,Toronto Blue Jays,New York Yankees,120,-137,0.44019,0.55981,0.0326,4
2021-04-15,Atlanta Braves,Miami Marlins,-171,150,0.61203,0.38797,0.031,4
2021-04-15,Baltimore Orioles,Seattle Mariners,-139,122,0.56298,0.43702,0.03306,4
2021-04-15,Los Angeles Dodgers,Colorado Rockies,-258,220,0.69742,0.30258,0.03278,4
2021-04-15,Minnesota Twins,Boston Red Sox,-148,129,0.57779,0.42221,0.03427,4
2021-04-15,Pittsburgh Pirates,San Diego Padres,136,-154,0.41056,0.58944,0.02991,4
2021-04-15,Tampa Bay Rays,Texas Rangers,-184,165,0.63216,0.36784,0.02586,4
2021-04-15,Washington Nationals,Arizona Diamondbacks,-181,160,0.62613,0.37387,0.02874,4
2021-04-16,Athletics,Detroit Tigers,-176,158,0.62126,0.37874,0.02537,4
2021-04-16,Los Angeles Dodgers,Colorado Rockies,-275,230,0.7076,0.2924,0.03636,4
2021-04-16,Miami Marlins,San Francisco Giants,118,-134,0.44533,0.55467,0.03242,4
2021-04-16,New York Yankees,Tampa Bay Rays,-161,142,0.59934,0.40066,0.02923,4
2021-04-16,Philadelphia Phillies,St. Louis Cardinals,-145,129,0.57543,0.42457,0.02852,4
2021-04-16,Washington Nationals,Arizona Diamondbacks,-200,168,0.64072,0.35928,0.0405,4
2021-04-17,Athletics,Detroit Tigers,-192,166,0.63601,0.36399,0.03477,4
2021-04-17,Boston Red Sox,Chicago White Sox,-128,112,0.54442,0.45558,0.03295,4
2021-04-17,Chicago Cubs,Atlanta Braves,102,-118,0.47769,0.52231,0.03633,4
2021-04-17,Colorado Rockies,New York Mets,106,-122,0.46797,0.53203,0.03482,4
2021-04-17,Kansas City Royals,Toronto Blue Jays,105,-122,0.46978,0.53022,0.03837,4
2021-04-17,Los Angeles Angels,Minnesota Twins,-130,113,0.54585,0.45415,0.03375,4
2021-04-17,Miami Marlins,San Francisco Giants,-132,114,0.54964,0.45036,0.03517,4
2021-04-17,Milwaukee Brewers,Pittsburgh Pirates,-145,126,0.57274,0.42726,0.03334,4
2021-04-17,New York Yankees,Tampa Bay Rays,-110,-106,0.50503,0.49497,0.03719,4
2021-04-17,Philadelphia Phillies,St. Louis Cardinals,-109,-109,0.5,0.5,0.04306,4
2021-04-17,San Diego Padres,Los Angeles Dodgers,128,-148,0.42415,0.57585,0.03633,4
2021-04-17,Seattle Mariners,Houston Astros,-106,-108,0.49774,0.50226,0.03379,4
2021-04-17,Texas Rangers,Baltimore Orioles,-126,111,0.54008,0.45992,0.03047,4
2021-04-17,Washington Nationals,Arizona Diamondbacks,-118,102,0.52244,0.47756,0.03406,4
2021-04-18,Athletics,Detroit Tigers,-153,136,0.588,0.412,0.02847,4
2021-04-18,Boston Red Sox,Chicago White Sox,-110,-105,0.50561,0.49439,0.036,4
2021-04-18,Chicago Cubs,Atlanta Braves,-138,122,0.56223,0.43777,0.0313,4
2021-04-18,Colorado Rockies,New York Mets,165,-182,0.36874,0.63126,0.02338,4
2021-04-18,Kansas City Royals,Toronto Blue Jays,-120,104,0.52654,0.47346,0.03789,4
2021-04-18,Miami Marlins,San Francisco Giants,-144,126,0.57205,0.42795,0.03167,4
2021-04-18,Milwaukee Brewers,Pittsburgh Pirates,-208,178,0.65188,0.34812,0.03516,4
2021-04-18,New York Yankees,Tampa Bay Rays,-245,210,0.68764,0.31236,0.03273,4
2021-04-18,Philadelphia Phillies,St. Louis Cardinals,-178,154,0.61947,0.38053,0.03257,4
2021-04-18,San Diego Padres,Los Angeles Dodgers,105,-123,0.46933,0.53067,0.03937,4
2021-04-18,Seattle Mariners,Houston Astros,116,-134,0.44687,0.55313,0.03363,4
2021-04-18,Texas Rangers,Baltimore Orioles,-106,-113,0.49179,0.50821,0.0439,4
2021-04-18,Washington Nationals,Arizona Diamondbacks,-145,132,0.57808,0.42192,0.0238,4
2021-04-19,Philadelphia Phillies,San Francisco Giants,-104,-110,0.49381,0.50619,0.03481,4
2021-04-19,Washington Nationals,St. Louis Cardinals,-102,-114,0.48774,0.51226,0.03779,4
2021-04-20,Boston Red Sox,Toronto Blue Jays,-110,-107,0.50277,0.49723,0.03958,4
2021-04-20,Chicago Cubs,New York Mets,110,-125,0.46154,0.53846,0.03175,4
2021-04-20,Kansas City Royals,Tampa Bay Rays,-109,-106,0.50336,0.49664,0.03609,4
2021-04-20,Los Angeles Angels,Texas Rangers,-230,192,0.67091,0.32909,0.03885,4
2021-04-20,Miami Marlins,Baltimore Orioles,-122,106,0.53158,0.46842,0.03381,4
2021-04-20,New York Yankees,Atlanta Braves,-126,109,0.53772,0.46228,0.03501,4
2021-04-20,Philadelphia Phillies,San Francisco Giants,-146,124,0.5716,0.4284,0.03975,4
2021-04-20,San Diego Padres,Milwaukee Brewers,-164,149,0.60735,0.39265,0.02282,4
2021-04-20,Seattle Mariners,Los Angeles Dodgers,174,-205,0.35233,0.64767,0.03776,4
2021-04-20,Washington Nationals,St. Louis Cardinals,-130,111,0.54392,0.45608,0.03915,4
2021-04-21,Boston Red Sox,Toronto Blue Jays,-129,113,0.54543,0.45457,0.0328,4
2021-04-21,Chicago Cubs,New York Mets,114,-130,0.45159,0.54841,0.03236,4
2021-04-21,Cincinnati Reds,Arizona Diamondbacks,-148,133,0.58167,0.41833,0.02596,4
2021-04-21,Colorado Rockies,Houston Astros,106,-122,0.46917,0.53083,0.03718,4
2021-04-21,Detroit Tigers,Pittsburgh Pirates,-134,119,0.55636,0.44364,0.02927,2
2021-04-21,Kansas City Royals,Tampa Bay Rays,-104,-110,0.49318,0.50682,0.03127,4
2021-04-21,Los Angeles Angels,Texas Rangers,-188,160,0.6288,0.3712,0.03813,4
2021-04-21,Miami Marlins,Baltimore Orioles,-160,139,0.59498,0.40502,0.03305,4
2021-04-21,New York Yankees,Atlanta Braves,-140,122,0.56408,0.43592,0.03567,4
2021-04-21,Philadelphia Phillies,San Francisco Giants,-122,108,0.53232,0.46768,0.03046,4
2021-04-21,San Diego Padres,Milwaukee Brewers,-200,172,0.64497,0.35503,0.03364,4
2021-04-21,Washington Nationals,St. Louis Cardinals,-170,146,0.60842,0.39158,0.03599,4
2021-04-22,Boston Red Sox,Seattle Mariners,-169,150,0.61099,0.38901,0.02825,4
2021-04-22,Chicago Cubs,New York Mets,-114,-104,0.50989,0.49011,0.04262,4
2021-04-22,Cincinnati Reds,Arizona Diamondbacks,-144,124,0.56988,0.43012,0.0356,4
2021-04-22,Detroit Tigers,Pittsburgh Pirates,-123,108,0.53369,0.46631,0.0335,4
2021-04-22,Kansas City Royals,Tampa Bay Rays,-107,-106,0.50171,0.49829,0.03029,4
2021-04-23,Atlanta Braves,Arizona Diamondbacks,-160,140,0.59677,0.40323,0.03119,4
2021-04-23,Baltimore Orioles,Athletics,116,-134,0.44801,0.55199,0.03577,4
2021-04-23,Boston Red Sox,Seattle Mariners,-149,131,0.58024,0.41976,0.03129,4
2021-04-23,Chicago Cubs,Milwaukee Brewers,-160,142,0.59748,0.40252,0.02872,4
2021-04-23,Detroit Tigers,Kansas City Royals,101,-119,0.47797,0.52203,0.04089,4
2021-04-23,Houston Astros,Los Angeles Angels,-125,110,0.53846,0.46154,0.03175,4
2021-04-23,Los Angeles Dodgers,San Diego Padres,-172,150,0.61279,0.38721,0.03303,4
2021-04-23,New York Mets,Washington Nationals,-288,235,0.71319,0.28681,0.04078,4
2021-04-23,San Francisco Giants,Miami Marlins,-144,128,0.57401,0.42599,0.0296,4
2021-04-23,Tampa Bay Rays,Toronto Blue Jays,-161,142,0.59934,0.40066,0.02923,4
2021-04-24,Baltimore Orioles,Athletics,145,-162,0.39792,0.60208,0.02575,4
2021-04-24,Boston Red Sox,Seattle Mariners,-208,176,0.65024,0.34976,0.03777,4
2021-04-24,Chicago Cubs,Milwaukee Brewers,-110,-105,0.50614,0.49386,0.03714,4
2021-04-24,Chicago White Sox,Texas Rangers,-146,127,0.57431,0.42569,0.03485,4
2021-04-24,Colorado Rockies,Philadelphia Phillies,-122,108,0.53232,0.46768,0.03046,4
2021-04-24,Detroit Tigers,Kansas City Royals,103,-121,0.47361,0.52639,0.04012,4
2021-04-24,Houston Astros,Los Angeles Angels,-166,145,0.60431,0.39569,0.03152,4
2021-04-24,Los Angeles Dodgers,San Diego Padres,-151,130,0.58101,0.41899,0.03543,4
2021-04-24,Minnesota Twins,Pittsburgh Pirates,-156,136,0.59015,0.40985,0.03387,4
2021-04-24,New York Mets,Washington Nationals,-198,169,0.64104,0.35896,0.03561,4
2021-04-24,San Francisco Giants,Miami Marlins,-136,117,0.55527,0.44473,0.0362,4
2021-04-24,St. Louis Cardinals,Cincinnati Reds,-112,-104,0.50779,0.49221,0.03819,4
2021-04-24,Tampa Bay Rays,Toronto Blue Jays,-142,124,0.56701,0.43299,0.03335,4
2021-04-25,Atlanta Braves,Arizona Diamondbacks,-185,165,0.63238,0.36762,0.02648,3
2021-04-25,Baltimore Orioles,Athletics,106,-122,0.46903,0.53097,0.03499,4
2021-04-25,Boston Red Sox,Seattle Mariners,-218,180,0.65731,0.34269,0.04218,4
2021-04-25,Chicago Cubs,Milwaukee Brewers,118,-134,0.44533,0.55467,0.03242,4
2021-04-25,Chicago White Sox,Texas Rangers,-187,164,0.63193,0.36807,0.03107,4
2021-04-25,Colorado Rockies,Philadelphia Phillies,149,-176,0.38667,0.61333,0.03863,4
2021-04-25,Detroit Tigers,Kansas City Royals,101,-117,0.47991,0.52009,0.03668,4
2021-04-25,Houston Astros,Los Angeles Angels,-143,126,0.57135,0.42865,0.02998,4
2021-04-25,Los Angeles Dodgers,San Diego Padres,-149,130,0.57918,0.42082,0.03318,4
2021-04-25,Minnesota Twins,Pittsburgh Pirates,-198,172,0.64401,0.35599,0.03084,4
2021-04-25,New York Mets,Washington Nationals,-150,130,0.57951,0.42049,0.03398,4
2021-04-25,San Francisco Giants,Miami Marlins,-158,138,0.59338,0.40662,0.03332,4
2021-04-25,St. Louis Cardinals,Cincinnati Reds,-124,111,0.53875,0.46125,0.02751,4
2021-04-25,Tampa Bay Rays,Toronto Blue Jays,102,-118,0.47756,0.52244,0.03406,4
2021-04-26,Atlanta Braves,Chicago Cubs,-198,172,0.64316,0.35684,0.03219,4
2021-04-26,Baltimore Orioles,New York Yankees,146,-164,0.39478,0.60522,0.02761,4
2021-04-26,Detroit Tigers,Kansas City Royals,-111,-104,0.50726,0.49274,0.03707,4
2021-04-26,Milwaukee Brewers,Miami Marlins,-166,148,0.60673,0.39327,0.02739,4
2021-04-26,St. Louis Cardinals,Philadelphia Phillies,-106,-108,0.49831,0.50169,0.03497,4
2021-04-26,Tampa Bay Rays,Athletics,-103,-112,0.4899,0.5101,0.03569,4
2021-04-27,Atlanta Braves,Chicago Cubs,-169,149,0.61004,0.38996,0.02986,4
2021-04-27,Baltimore Orioles,New York Yankees,155,-178,0.38007,0.61993,0.0318,4
2021-04-27,Houston Astros,Seattle Mariners,-179,152,0.61832,0.38168,0.03762,4
2021-04-27,Los Angeles Dodgers,Cincinnati Reds,-192,166,0.63624,0.36376,0.03347,4
2021-04-27,Milwaukee Brewers,Miami Marlins,-148,130,0.57852,0.42148,0.03156,4
2021-04-27,New York Mets,Boston Red Sox,-152,134,0.58479,0.41521,0.03144,4
2021-04-27,Pittsburgh Pirates,Kansas City Royals,-108,-108,0.50111,0.49889,0.03846,4
2021-04-27,San Francisco Giants,Colorado Rockies,-176,155,0.61896,0.38104,0.02918,4
2021-04-27,St. Louis Cardinals,Philadelphia Phillies,-103,-114,0.48783,0.51217,0.0401,4
2021-04-27,Tampa Bay Rays,Athletics,-116,101,0.5191,0.4809,0.03455,4
2021-04-27,Texas Rangers,Los Angeles Angels,144,-161,0.39918,0.60082,0.02669,4
2021-04-27,Toronto Blue Jays,Washington Nationals,103,-118,0.47646,0.52354,0.0339,4
2021-04-28,Arizona Diamondbacks,San Diego Padres,128,-148,0.42382,0.57618,0.03715,4
2021-04-28,Atlanta Braves,Chicago Cubs,-133,116,0.55159,0.44841,0.03485,4
2021-04-28,Baltimore Orioles,New York Yankees,129,-147,0.42321,0.57679,0.03182,4
2021-04-28,Chicago White Sox,Detroit Tigers,-248,215,0.69169,0.30831,0.02969,4
2021-04-28,Houston Astros,Seattle Mariners,-205,175,0.64892,0.35108,0.03577,4
2021-04-28,Los Angeles Dodgers,Cincinnati Reds,-270,222,0.70179,0.29821,0.03981,4
2021-04-28,Milwaukee Brewers,Miami Marlins,102,-119,0.47673,0.52327,0.03843,4
2021-04-28,New York Mets,Boston Red Sox,-273,232,0.70876,0.29124,0.03266,4
2021-04-28,Pittsburgh Pirates,Kansas City Royals,110,-128,0.45851,0.54149,0.03855,4
2021-04-28,San Francisco Giants,Colorado Rockies,-171,147,0.60916,0.39084,0.03585,4
2021-04-28,St. Louis Cardinals,Philadelphia Phillies,-110,-104,0.50623,0.49377,0.03248,4
2021-04-28,Tampa Bay Rays,Athletics,-176,156,0.62059,0.37941,0.02754,4
2021-04-28,Texas Rangers,Los Angeles Angels,139,-157,0.4065,0.5935,0.0293,4
2021-04-28,Toronto Blue Jays,Washington Nationals,-184,158,0.62614,0.37386,0.03473,4
2021-04-29,Arizona Diamondbacks,San Diego Padres,132,-154,0.41531,0.58469,0.03563,4
2021-04-29,Atlanta Braves,Chicago Cubs,-134,116,0.55256,0.44744,0.0347,4
2021-04-29,Baltimore Orioles,New York Yankees,162,-182,0.37095,0.62905,0.02697,4
2021-04-29,Chicago White Sox,Detroit Tigers,-152,135,0.58634,0.41366,0.02871,3
2021-04-29,Houston Astros,Seattle Mariners,-212,180,0.65565,0.34435,0.03714,4
2021-04-29,Milwaukee Brewers,Los Angeles Dodgers,176,-205,0.35067,0.64933,0.03511,4
2021-04-29,San Francisco Giants,Colorado Rockies,-144,126,0.57205,0.42795,0.03167,4
2021-04-29,St. Louis Cardinals,Philadelphia Phillies,100,-118,0.48018,0.51982,0.04128,4
2021-04-29,Tampa Bay Rays,Athletics,-109,-109,0.5,0.5,0.04306,4
2021-04-29,Texas Rangers,Los Angeles Angels,108,-124,0.46376,0.53624,0.03418,4
2021-04-30,Arizona Diamondbacks,Colorado Rockies,-134,115,0.55141,0.44859,0.03685,4
2021-04-30,Cincinnati Reds,Chicago Cubs,-126,109,0.53815,0.46185,0.03599,4
2021-04-30,New York Yankees,Detroit Tigers,-412,328,0.77482,0.22518,0.0388,4
2021-04-30,Philadelphia Phillies,New York Mets,152,-168,0.38738,0.61262,0.02439,4
2021-04-30,Pittsburgh Pirates,St. Louis Cardinals,-123,105,0.53067,0.46933,0.03937,4
2021-04-30,Tampa Bay Rays,Houston Astros,112,-126,0.45831,0.54169,0.02922,4
2021-04-30,Texas Rangers,Boston Red Sox,-103,-112,0.49043,0.50957,0.03458,4
2021-04-30,Toronto Blue Jays,Atlanta Braves,-134,116,0.55199,0.44801,0.03577,4
2021-04-30,Washington Nationals,Miami Marlins,116,-131,0.44945,0.55055,0.03006,4
2021-05-01,Arizona Diamondbacks,Colorado Rockies,-130,111,0.54351,0.45649,0.0382,4
2021-05-01,Athletics,Baltimore Orioles,-134,114,0.55123,0.44877,0.03885,4
2021-05-01,Cincinnati Reds,Chicago Cubs,-158,137,0.59236,0.40764,0.03509,4
2021-05-01,Milwaukee Brewers,Los Angeles Dodgers,-109,-106,0.50394,0.49606,0.03491,4
2021-05-01,Minnesota Twins,Kansas City Royals,-144,127,0.57259,0.42741,0.03069,4
2021-05-01,New York Yankees,Detroit Tigers,-222,188,0.66483,0.33517,0.03775,4
2021-05-01,Philadelphia Phillies,New York Mets,-108,-104,0.50455,0.49545,0.03139,4
2021-05-01,Pittsburgh Pirates,St. Louis Cardinals,138,-154,0.40903,0.59097,0.02724,4
2021-05-01,San Diego Padres,San Francisco Giants,-200,173,0.64539,0.35461,0.03297,4
2021-05-01,Seattle Mariners,Los Angeles Angels,136,-152,0.41243,0.58757,0.02522,4
2021-05-01,Texas Rangers,Boston Red Sox,139,-158,0.4062,0.5938,0.03006,4
2021-05-01,Toronto Blue Jays,Atlanta Braves,118,-136,0.44321,0.55679,0.03499,4
2021-05-01,Washington Nationals,Miami Marlins,-150,132,0.58194,0.41806,0.03103,4
2021-05-02,Arizona Diamondbacks,Colorado Rockies,-180,160,0.62567,0.37433,0.02747,4
2021-05-02,Athletics,Baltimore Orioles,-202,174,0.64675,0.35325,0.03505,4
2021-05-02,Cincinnati Reds,Chicago Cubs,-161,143,0.59983,0.40017,0.02838,4
2021-05-02,Milwaukee Brewers,Los Angeles Dodgers,175,-202,0.352,0.648,0.03306,4
2021-05-02,Minnesota Twins,Kansas City Royals,-222,192,0.66866,0.33134,0.0318,4
2021-05-02,New York Yankees,Detroit Tigers,-242,208,0.68526,0.31474,0.03323,4
2021-05-02,Philadelphia Phillies,New York Mets,-119,105,0.52695,0.47305,0.03118,4
2021-05-02,Pittsburgh Pirates,St. Louis Cardinals,114,-130,0.45258,0.54742,0.03251,4
2021-05-02,San Diego Padres,San Francisco Giants,-178,155,0.62017,0.37983,0.03244,4
2021-05-02,Seattle Mariners,Los Angeles Angels,119,-138,0.44094,0.55906,0.03557,4
2021-05-02,Tampa Bay Rays,Houston Astros,111,-129,0.45691,0.54309,0.03725,4
2021-05-02,Texas Rangers,Boston Red Sox,112,-128,0.45701,0.54299,0.03214,4
2021-05-02,Toronto Blue Jays,Atlanta Braves,114,-131,0.45118,0.54882,0.0333,4
2021-05-02,Washington Nationals,Miami Marlins,-156,141,0.59491,0.40509,0.02431,4
2021-05-03,Minnesota Twins,Texas Rangers,-182,159,0.62591,0.37409,0.03212,4
2021-05-03,Philadelphia Phillies,Milwaukee Brewers,-108,-107,0.50056,0.49944,0.03498,4
2021-05-03,St. Louis Cardinals,New York Mets,-130,112,0.54568,0.45432,0.03581,4
2021-05-04,Athletics,Toronto Blue Jays,-120,105,0.52837,0.47163,0.03429,4
2021-05-04,Boston Red Sox,Detroit Tigers,-176,150,0.61428,0.38572,0.03702,4
2021-05-04,Chicago Cubs,Los Angeles Dodgers,198,-232,0.32465,0.67535,0.03538,2
2021-05-04,Colorado Rockies,San Francisco Giants,136,-151,0.41326,0.58674,0.02532,2
2021-05-04,Los Angeles Angels,Tampa Bay Rays,136,-155,0.41127,0.58873,0.03247,4
