player,team,apps,npxg,goals,shots,pen_sh,pen_g,fk_sh,fk_xg,fk_g,assists,xa,key_passes
Théo Bongonda Mbul''Ofeko Batombo,Congo DR,0.85,0.11,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.8
Connor Roberts,Wales,4.3,0.11,0.55,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.2
Jack Hendry,Scotland,3.55,0.11,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
César Augusto Yanis Velasco,Panama,1.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leander Dendoncker,Belgium,3.5,0.11,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.7
José Luis Rodríguez Francis,Panama,2.35,0.11,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.036,1.0
Hichem Boudaoui,Algeria,0.85,0.11,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Foden,England,3.05,0.11,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.7,0.336,4.4
Vincent Janssen,Netherlands,1.4,0.11,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.7
Daniel Wass,Denmark,2.75,0.11,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.122,2.8
Bodda Mouhsine,Mauritania,2.55,0.11,0.0,3.4,0.0,0.0,0.85,0.024,0.0,0.0,0.0,0.0
Antony Matheus dos Santos,Brazil,2.8,0.11,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.118,2.1
Assan Ceesay,Gambia,1.7,0.11,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.201,0.8
John Yeboah Zamora,Ecuador,3.0,0.11,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.029,1.0
Abdiel Armando Ayarza Cocanegra,Panama,4.0,0.11,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.217,1.0
Răzvan Gabriel Marin,Romania,4.0,0.11,2.0,6.0,1.0,1.0,1.0,0.008,0.0,0.0,0.058,2.0
Mojmír Chytil,Czech Republic,3.0,0.11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,1.0
Kenan Karaman,Turkey,1.65,0.11,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noussair Mazraoui,Morocco,4.35,0.11,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.5
Antonín Barák,Czech Republic,4.65,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.183,3.2
Ibrahim Sissoko,Mali,3.4,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berat Djimsiti,Albania,3.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,1.0
Taras Stepanenko,Ukraine,3.1,0.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.6
Pavel Kadeřábek,Czech Republic,0.55,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saleh Khalid Al Shehri,Saudi Arabia,2.1,0.1,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.7
Enis Bardhi,North Macedonia,1.65,0.1,0.0,2.8,0.0,0.0,0.55,0.042,0.0,0.0,0.249,2.8
Jan Bořil,Czech Republic,2.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.053,1.1
Salif Sané,Senegal,1.35,0.1,0.0,1.8,0.0,0.0,0.45,0.004,0.0,0.0,0.0,0.0
Mohamed Naser Elsayed Elneny,Egypt,3.9,0.1,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.107,1.8
Jae-Sung Lee,South Korea,3.45,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.087,3.2
Marcus Andreas Danielsson,Sweden,2.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Einar Gunnarsson,Iceland,1.35,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.092,1.8
Maya Yoshida,Japan,4.6,0.1,0.0,1.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dušan Tadić,Serbia,6.45,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.85,1.304,14.9
Hattan Babhir,Saudi Arabia,2.75,0.1,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.7,0.361,0.7
Samuel Chimerenka Chukwueze,Nigeria,4.25,0.1,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.313,3.4
Pablo Ganet Cómitre,Equatorial Guinea,3.4,0.1,0.85,3.4,0.0,0.0,0.85,0.037,0.85,0.85,0.406,1.7
Mouctar Diakhaby,Guinea,3.4,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Luiz da Silva,Brazil,6.55,0.1,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.172,4.0
Matías Nicolás Viña Susperreguy,Uruguay,6.4,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,4.0
Matěj Jurásek,Czech Republic,2.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,1.0
Demarai Gray,Jamaica,3.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,1.0
Jakub Jankto,Czech Republic,2.75,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.235,3.8
Carlos Joel Salcedo Hernández,Mexico,1.8,0.1,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.5
Elseid Hysaj,Albania,2.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,1.0
Abdulelah Saad Hameed Al-Malki,Saudi Arabia,1.4,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Diogo Dalot Teixeira,Portugal,5.2,0.1,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.349,4.8
Kacper Urbanski,Poland,3.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,2.0
Antonee Robinson,United States,5.8,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.301,8.1
Rúben Diogo Da Silva Neves,Portugal,8.05,0.1,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.1
Lukáš Provod,Czech Republic,3.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,2.0
Edgardo Isaac Fariña Wynter,Panama,4.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aprocious Petrus,Namibia,3.4,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.4
Attila Szalai,Hungary,3.65,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krystian Bielik,Poland,2.8,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romario Andrés Ibarra Mina,Ecuador,1.4,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Trajkovski,North Macedonia,1.65,0.1,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.047,1.7
Pione Sisto Ifolo Emirmija,Denmark,1.8,0.09,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.5
Aníbal Cesis Godoy,Panama,1.35,0.09,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xaver Schlager,Austria,2.2,0.09,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.097,2.8
Yuki Soma,Japan,0.7,0.09,0.0,2.1,0.0,0.0,0.7,0.06,0.0,0.0,0.0,0.0
Bryan Mbeumo,Cameroon,2.1,0.09,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.208,3.5
Marcos Javier Acuña,Argentina,6.65,0.09,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.244,4.0
Taha Yassine Khenissi,Tunisia,2.25,0.09,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.7
Atiba Hutchinson,Canada,2.1,0.09,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fares Chaïbi,Algeria,1.7,0.09,0.0,2.5,0.0,0.0,0.85,0.007,0.0,0.0,0.124,2.5
Arbër Hoxha,Albania,3.0,0.09,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,1.0
Giancarlo González Castro,Costa Rica,1.35,0.09,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grady Diangana,Congo DR,1.7,0.09,0.85,2.5,0.85,0.85,0.0,0.0,0.0,0.0,0.07,1.7
Naby Deco Keïta,Guinea,3.4,0.09,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.142,2.5
Genki Haraguchi,Japan,1.35,0.09,0.45,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.9
Nabil Bentaleb,Algeria,2.55,0.09,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.188,1.7
Anis Ben Slimane,Tunisia,3.95,0.09,0.0,3.2,0.0,0.0,0.85,0.005,0.0,0.0,0.116,3.1
Michel Aebischer,Switzerland,5.7,0.09,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.735,6.0
Islam Slimani,Algeria,2.55,0.09,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.8
Miguel Gianpierre Araujo Blanco,Peru,2.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Ramos García,Spain,1.8,0.09,0.45,2.2,0.45,0.45,0.45,0.013,0.0,0.0,0.1,1.4
Mohamed Dellahi Yali,Mauritania,1.7,0.09,0.85,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismael Saibari,Morocco,1.7,0.09,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.419,1.7
Joe Allen,Wales,3.6,0.09,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.021,1.2
Billy Gilmour,Scotland,3.55,0.09,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pachoio Lau Há King,Mozambique,2.55,0.09,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.8
Euciodálcio Gomes,Guinea-Bissau,2.55,0.09,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.85,0.255,4.2
Ronald Federico Araújo da Silva,Uruguay,4.0,0.09,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.728,1.0
Brennan Johnson,Wales,2.1,0.09,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firas Tariq Nasser Al Albirakan,Saudi Arabia,2.1,0.09,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.056,0.7
Charles Pickel,Congo DR,5.1,0.09,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Andrade Quaresma Bernardo,Portugal,1.35,0.09,0.45,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.9
Abdelhamid Sabiri,Morocco,3.5,0.09,0.7,2.8,0.7,0.7,0.7,0.015,0.0,0.7,0.438,2.1
Nikola Milenković,Serbia,6.45,0.09,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.023,1.0
Carlos Andrés Sánchez Arcosa,Uruguay,1.35,0.09,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.491,3.2
Daler Kuzyaev,Russia,3.9,0.09,0.45,1.9,0.45,0.45,0.0,0.0,0.0,0.0,0.048,1.4
Thiago Alcântara do Nascimento,Spain,3.1,0.08,0.55,2.6,0.55,0.55,0.55,0.004,0.0,0.0,0.142,1.6
Cristian Gabriel Romero,Argentina,9.9,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,1.0
Bendegúz Bolla,Hungary,3.0,0.08,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,2.0
Dejan Kulusevski,Sweden,1.1,0.08,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.1,0.419,2.8
Roberto Lopes,Cape Verde Islands,3.4,0.08,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Alves da Silva,Brazil,1.4,0.08,0.0,2.1,0.0,0.0,0.7,0.045,0.0,0.0,0.0,0.0
Milan Badelj,Croatia,1.35,0.08,0.45,1.4,0.45,0.0,0.0,0.0,0.0,0.45,0.121,1.4
Salman Mohammed Al Faraj,Saudi Arabia,2.05,0.08,0.45,1.4,0.45,0.45,0.45,0.014,0.0,0.0,0.226,4.1
David Junior Hoilett,Canada,2.1,0.08,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.199,2.8
Alexander Djiku,Ghana,3.95,0.08,0.85,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Vermaelen,Belgium,4.1,0.08,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Hector,Germany,0.9,0.08,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.5
Kang-In Lee,South Korea,2.8,0.08,0.0,3.5,0.0,0.0,1.4,0.041,0.0,0.7,0.216,2.8
Shinji Okazaki,Japan,1.35,0.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seon-Min Moon,South Korea,0.9,0.08,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.5
Ibán Salvador Edu,Equatorial Guinea,3.4,0.08,0.85,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.5
Kennedy Musonda,Zambia,1.7,0.08,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anzor Mekvabishvili,Georgia,3.0,0.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
László Bénes,Slovakia,3.1,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,3.5
Kasey Palmer,Jamaica,3.0,0.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,2.0
Miguel Ángel Navarro Zárate,Venezuela,3.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,1.0
Mame Biram Diouf,Senegal,0.9,0.08,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Visar Musliu,North Macedonia,1.65,0.08,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.015,1.1
Bradley Barcola,France,3.0,0.08,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.178,4.0
Ben Brereton Díaz,Chile,3.0,0.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssa Bilal Laïdouni,Tunisia,4.65,0.08,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.7,0.21,2.8
Marcelino Ignacio Nuñez Espinoza,Chile,3.0,0.08,0.0,3.0,0.0,0.0,1.0,0.022,0.0,0.0,0.0,0.0
Ahmed Mohamed Abo El Fotouh Mohamed,Egypt,1.7,0.08,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.8
José Luis Gayà Peña,Spain,0.55,0.08,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takashi Usami,Japan,0.9,0.08,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.9
Giorgi Chakvetadze,Georgia,4.0,0.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,3.0
Junya Ito,Japan,2.8,0.08,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.154,2.8
Bobby Armani De Cordova-Reid,Jamaica,2.0,0.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,2.0
El-Hadji Ba,Mauritania,1.7,0.08,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.8
Karim Ansarifard,Iran,2.75,0.08,0.45,2.0,0.45,0.45,0.0,0.0,0.0,0.0,0.129,1.1
Harry Wilson,Wales,3.75,0.08,0.0,1.9,0.0,0.0,0.7,0.022,0.0,0.0,0.267,2.6
Kialonda Gaspar,Angola,4.25,0.08,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.8
Anice Badri,Tunisia,1.35,0.08,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.5
Martin Hinteregger,Austria,2.2,0.08,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hussain Al Mogahwi,Saudi Arabia,0.9,0.08,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.9
Denis Lemi Zakaria Lako Lado,Switzerland,4.4,0.08,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.45,0.052,0.5
Pape Matar Sarr,Senegal,3.95,0.08,0.85,4.5,0.85,0.85,0.7,0.015,0.0,0.0,0.037,0.7
Héctor Miguel Herrera López,Mexico,3.2,0.08,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.175,1.6
Ngero Kaanjuka Katua,Namibia,3.4,0.08,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasir Gharsan Al Shahrani,Saudi Arabia,2.05,0.08,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.9
Ilya Kutepov,Russia,2.25,0.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.45,0.108,0.5
Mathias Jensen,Denmark,4.7,0.08,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.55,0.389,3.9
Hörður Björgvin Magnússon,Iceland,1.35,0.08,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Sleiker Cásseres Yepes,Venezuela,3.0,0.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.0
Emmanuel Justine Rabby Banda,Zambia,2.55,0.08,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.7
Aboubakar Kamara,Mauritania,3.4,0.07,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.386,3.4
Jakub Świerczok,Poland,0.55,0.07,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nawaf Shaker Al Abid,Saudi Arabia,1.4,0.07,0.0,1.4,0.0,0.0,0.7,0.046,0.0,0.0,0.026,0.7
Yury Gazinskiy,Russia,1.8,0.07,0.45,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.5
Paulus Arajuuri,Finland,1.65,0.07,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Min Jae Kim,South Korea,2.1,0.07,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Jordy Plata Jiménez,Ecuador,2.1,0.07,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.164,1.4
Reinildo Isnard Mandava,Mozambique,2.55,0.07,0.85,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.135,1.7
Feliciano João Jone,Mozambique,1.7,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Mbabu,Switzerland,2.75,0.07,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.55,0.224,1.7
Omar Federico Alderete Fernández,Paraguay,3.0,0.07,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,1.0
Otávio Edmilson da Silva Monteiro,Portugal,2.1,0.07,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.444,2.8
Sebastián Coates Nión,Uruguay,1.85,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heorhii Tsitaishvili,Georgia,4.0,0.07,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,1.0
Jerdy Schouten,Netherlands,6.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,3.0
Petrus Shitembi,Namibia,2.55,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.068,2.5
Aleksey Miranchuk,Russia,2.1,0.07,0.55,1.1,0.0,0.0,0.55,0.036,0.0,0.0,0.265,2.2
Ali Al Hassan,Saudi Arabia,0.7,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Bernardeschi,Italy,2.2,0.07,1.1,3.3,1.1,1.1,1.1,0.038,0.0,0.0,0.204,2.2
Amir Richardson,Morocco,0.85,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houssem Aouar,Algeria,1.7,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oleksandr Zinchenko,Ukraine,5.75,0.07,0.55,2.1,0.0,0.0,1.0,0.008,0.0,1.55,0.612,4.2
Nico Schlotterbeck,Germany,3.4,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.321,3.4
Ehsan Hajsafi,Iran,3.45,0.07,0.0,1.6,0.0,0.0,0.45,0.003,0.0,0.0,0.28,1.4
Darko Velkovski,North Macedonia,1.65,0.07,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Piotrowski,Poland,2.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,1.0
Gabriel Arturo Torres Tejada,Panama,0.9,0.07,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.5
Paweł Dawidowicz,Poland,2.55,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willian Borges da Silva,Brazil,2.25,0.07,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.45,0.633,2.2
Fali Candé,Guinea-Bissau,2.55,0.07,0.0,3.4,0.0,0.0,2.55,0.062,0.0,0.0,0.121,4.2
Mehdi Torabi,Iran,2.1,0.07,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.268,1.4
Ibrahim Diakité,Guinea,4.25,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.167,2.5
André Martín Carrillo Díaz,Peru,2.35,0.07,0.45,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.238,2.7
Sebastian Larsson,Sweden,4.0,0.07,0.0,2.7,0.0,0.0,0.55,0.003,0.0,0.0,0.275,3.5
Jeremie Boga,Côte d'Ivoire,3.4,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18,3.4
Sami Khedira,Germany,0.9,0.07,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.5
Jordan Ayew,Ghana,4.65,0.07,1.7,3.2,1.7,1.7,0.0,0.0,0.0,1.55,0.66,5.5
Cristian Gabriel Rodríguez Barrotti,Uruguay,2.25,0.07,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.5
Siyanda Xulu,South Africa,2.55,0.07,0.85,1.7,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Marek Hamšík,Slovakia,1.65,0.07,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.55,0.106,1.7
Brenden Aaronson,United States,3.8,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.111,2.1
Alasana Manneh,Gambia,1.7,0.07,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.087,1.7
Ali Ahmed,Canada,3.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,5.0
Robin Quaison,Sweden,2.2,0.07,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernest Appiah Nuamah,Ghana,0.85,0.07,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Elias Achouri,Tunisia,2.55,0.07,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.8
Adalberto Eliécer Carrasquilla Alcázar,Panama,2.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,5.0
Leandro Daniel Paredes,Argentina,6.5,0.07,1.4,6.1,2.4,1.4,1.0,0.033,0.0,0.0,0.055,2.4
Arijan Ademi,North Macedonia,1.65,0.07,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.6
Kalvin Phillips,England,5.25,0.06,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.25,0.183,2.4
Warren Steven Madrigal Molina,Costa Rica,3.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Andrés Mojica Palacio,Colombia,7.8,0.06,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.219,4.4
Serhii Sydorchuk,Ukraine,3.75,0.06,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.6
Fernando de Lacerda Gomes,Guinea-Bissau,0.85,0.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alhassan Yusuf,Nigeria,3.4,0.06,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.8
Nicolas Jackson,Senegal,4.1,0.06,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teun Koopmeiners,Netherlands,3.5,0.06,0.7,2.1,0.7,0.7,0.0,0.0,0.0,0.7,0.226,1.4
Sayfallah Ltaief,Tunisia,2.55,0.06,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.364,1.7
Carlos Arturo Bacca Ahumada,Colombia,1.35,0.06,0.0,1.4,0.45,0.0,0.0,0.0,0.0,0.0,0.045,0.9
Jesús Daniel Gallardo Vasconcelos,Mexico,3.9,0.06,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.087,2.3
Ibrahim Abdallah Hamad,Tanzania,2.55,0.06,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Adams,South Africa,1.7,0.06,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luc Rollet De Fougerolles,Canada,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,Czech Republic,5.75,0.06,0.0,1.7,0.0,0.0,0.55,0.022,0.0,2.1,1.058,11.9
Pavel Šulc,Czech Republic,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Camara,Mali,1.7,0.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.7
Olivier Michel Kemen,Cameroon,2.55,0.06,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasir Asani,Albania,3.0,0.06,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.198,2.0
Youcef Atal,Algeria,2.55,0.06,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.011,1.7
Abdullah Ibrahim Otayf,Saudi Arabia,1.35,0.06,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.45,0.021,0.9
Miguel Ángel Borja Hernández,Colombia,2.45,0.06,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
