date,straight_up_pct,best_bet_pct,best_bet_n,model_favhit_pct,book_favhit_pct,model_logloss,book_logloss,flags
2026-07-08,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
2026-07-13,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
2026-07-20,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
2026-07-27,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
2026-08-03,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
2026-08-10,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
2026-08-17,69.5,83.9,93,61.3,59.7,0.6444,0.6787,none
