fighter,division,division_code,td_def,td_acc,td_per15,str_def,str_acc,kd_per15,sub_att_per15,pct_distance,SLpM,SApM,dmg_per_round,finish_rate,decision_rate,gets_finished_rate,times_kod,ko_tko_wins,times_submitted,td_att_per_round,age,reach_in,height_in,stance,style,layoff_days,streak,country,hometown,rank,ctrl_sec_per_round,wins,losses,last_fight_date
David Martinez,Bantamweight,bw,1.0,0.286,1.2505714285714284,0.7,0.456,0.4299142857142857,0.2378571428571429,0.6666666666666666,4.265142857142857,3.2118571428571427,22.86,0.3333333333333333,0.6666666666666666,0.0,0,1,0,1.1674285714285715,27.9,67.0,65.0,Orthodox,striker,112,,,,8.0,36.60000000000001,3.0,0.0,2026-02-28
Chidi Njokuani,Middleweight,mw,0.75,0.0,0.34923076923076923,0.572,0.6,0.4247994505494506,0.216521978021978,0.4,4.364604395604396,3.273508241758241,23.9,0.3,0.4,0.3,2,3,1,0.5351098901098902,37.1,80.0,75.0,Orthodox,striker,124,-2.0,,,,42.15467032967033,5.0,5.0,2026-02-21
Anthony Hernandez,Middleweight,mw,0.682,0.482,3.9873269230769233,0.509,0.607,0.09044951923076924,1.1187067307692309,0.16666666666666666,3.6500288461538464,2.740069711538461,18.788,0.5833333333333334,0.16666666666666666,0.25,2,2,1,2.826221153846154,32.3,75.0,72.0,Orthodox,grappler,124,-1.0,United States,,6.0,110.13533653846154,9.0,3.0,2026-02-21
Punahele Soriano,Middleweight,mw,0.488,0.481,1.5176153846153848,0.475,0.56,0.6464794871794872,0.19375384615384614,0.45454545454545453,3.8811641025641026,3.0986076923076924,20.417,0.36363636363636365,0.45454545454545453,0.18181818181818182,1,4,1,1.1244358974358974,33.2,72.0,71.0,Southpaw,grappler,124,4.0,,,,72.84435897435898,7.0,4.0,2026-02-21
Michel Pereira,Middleweight,mw,0.759,0.565,1.0894331983805667,0.514,0.519,0.26801012145748987,0.5290161943319838,0.4666666666666667,3.7602348178137652,3.6978481781376518,19.378,0.3333333333333333,0.4666666666666667,0.13333333333333333,2,2,0,0.7274493927125507,32.4,73.0,73.0,Orthodox,balanced,124,1.0,,,,25.24554655870445,10.0,5.0,2026-02-21
Wang Cong,Women's Flyweight,wflw,0.842,0.667,0.9341111111111111,0.635,0.558,0.47913888888888884,0.30783333333333335,0.6,4.932027777777778,2.56925,28.42,0.2,0.6,0.2,0,1,1,0.6882777777777779,34.1,66.0,66.0,Southpaw,striker,133,3.0,China,"Liaoning, China",12.0,39.41388888888889,4.0,1.0,2026-02-07
Eduarda Moura,Women's Flyweight,wflw,0.8,0.333,2.5613333333333332,0.585,0.377,0.06247222222222223,0.28783333333333333,0.8,3.1798055555555553,2.8248055555555553,12.64,0.2,0.8,0.0,0,1,0,2.454388888888889,32.3,67.0,66.0,Orthodox,wrestler,133,-1.0,Brazil,"Riachuelo, Brazil",13.0,96.025,3.0,2.0,2026-02-07
Marc-Andre Barriault,Middleweight,mw,0.681,0.286,0.4821538461538461,0.492,0.47,0.31824725274725274,0.13525274725274725,0.47058823529411764,4.764545787545787,4.9579578754578755,25.513,0.23529411764705882,0.47058823529411764,0.23529411764705882,3,3,1,0.5045018315018316,36.0,74.0,73.0,Orthodox,striker,138,-2.0,,,,32.00787545787546,6.0,10.0,2026-02-07
Javid Basharat,Bantamweight,bw,0.839,0.36,1.5767272727272728,0.639,0.534,0.26876363636363637,0.1513636363636364,0.7142857142857143,4.776,3.2320909090909096,24.44,0.0,0.7142857142857143,0.14285714285714285,1,0,0,1.3547272727272726,30.8,69.0,69.0,Orthodox,balanced,133,,,,,47.345454545454544,4.0,2.0,2026-02-07
Michal Oleksiejczuk,Middleweight,mw,0.529,0.421,0.8767832167832168,0.6,0.532,0.8021451048951049,0.0696048951048951,0.2222222222222222,4.362657342657343,3.4783234265734264,22.967,0.4444444444444444,0.2222222222222222,0.2777777777777778,0,8,5,0.7220699300699301,31.0,74.0,72.0,Southpaw,balanced,138,3.0,,,,27.65297202797203,10.0,7.0,2026-02-07
Mario Bautista,Bantamweight,bw,0.558,0.383,1.826888888888889,0.548,0.49,0.2599111111111111,0.7536111111111112,0.5,5.010888888888889,3.8729444444444443,24.19,0.35714285714285715,0.5,0.14285714285714285,1,1,1,1.4695555555555557,33.0,69.0,69.0,Switch,balanced,133,,,,7.0,59.03333333333333,11.0,3.0,2026-02-07
Benoît Saint Denis,Lightweight,lw,0.722,0.358,3.63996875,0.422,0.585,0.8368125,1.495203125,0.08333333333333333,5.381671875,3.992265625,21.95,0.75,0.08333333333333333,0.16666666666666666,2,5,0,2.652578125,30.5,73.0,71.0,Southpaw,grappler,140,,France,"Nîmes, France",5.0,97.546875,,,2026-01-31
Rafael Fiziev,Lightweight,lw,0.904,0.667,1.11921875,0.499,0.526,0.3373125,0.185703125,0.5,4.694671875000001,4.557015625,21.28,0.25,0.5,0.25,3,3,0,0.6500781250000001,33.3,71.0,68.0,Switch,striker,140,,Kyrgyzstan,"Korday, Kyrgyzstan",11.0,28.171875,,,2026-01-31
Dan Hooker,Lightweight,lw,0.771,0.333,0.8598103448275862,0.491,0.487,0.5788965517241379,0.5809051724137931,0.36,4.794577586206896,4.770905172413793,21.29,0.36,0.36,0.28,4,7,2,0.7207327586206896,36.3,75.0,72.0,Switch,striker,140,,New Zealand,"Aukland, New Zealand",9.0,47.76724137931034,,,2026-01-31
Umar Nurmagomedov,Bantamweight,bw,0.794,0.466,3.2626153846153847,0.612,0.565,0.21395384615384613,0.29423076923076924,0.6666666666666666,3.902769230769231,2.364076923076923,18.81,0.3333333333333333,0.6666666666666666,0.0,0,1,0,2.343230769230769,30.5,69.0,68.0,Orthodox,wrestler,147,,,,3.0,92.39999999999999,8.0,1.0,2026-01-24
Paddy Pimblett,Lightweight,lw,0.444,0.211,1.1206250000000002,0.427,0.526,0.47141666666666665,1.0476041666666667,0.375,5.2115625,3.8286874999999996,25.26,0.625,0.375,0.0,0,2,0,1.1584375,31.5,73.0,70.0,Orthodox,grappler,147,,England,"Liverpool, England",6.0,55.895833333333336,,,2026-01-24
Andrey Pulyaev,Middleweight,mw,0.556,0.0,0.6984615384615385,0.573,0.478,0.367456043956044,0.21875824175824174,0.6666666666666666,2.972065934065934,3.1005879120879114,12.5,0.3333333333333333,0.6666666666666666,0.0,0,1,0,0.855934065934066,28.4,78.0,76.0,Southpaw,balanced,152,-1.0,,,,33.98076923076923,1.0,2.0,2026-01-24
Natalia Silva,Women's Flyweight,wflw,0.903,0.3,0.7649166666666667,0.663,0.453,0.2288541666666667,0.12670833333333334,0.75,4.373770833333333,2.5496875,22.82,0.25,0.75,0.0,0,2,0,0.715375,29.4,65.0,64.0,Southpaw,striker,147,8.0,Brazil,"Timóteo, Brazil",1.0,33.18541666666667,8.0,0.0,2026-01-24
Rose Namajunas,Women's Flyweight,wflw,0.621,0.483,1.3976521739130434,0.637,0.411,0.2607065217391304,0.34119565217391307,0.631578947368421,3.4222282608695656,3.1852717391304344,16.51,0.2631578947368421,0.631578947368421,0.10526315789473684,1,2,1,1.0014130434782609,34.0,65.0,65.0,Orthodox,striker,147,-1.0,United States,"Milwaukee, United States",5.0,57.67065217391305,12.0,7.0,2026-01-24
Jan Blachowicz,Middleweight,mw,0.695,0.487,0.9538165680473372,0.522,0.503,0.3374304733727811,0.3406656804733728,0.5909090909090909,3.297248520710059,2.962965976331361,16.46,0.3181818181818182,0.5909090909090909,0.09090909090909091,1,5,1,0.6965207100591717,42.8,78.0,74.0,Orthodox,balanced,201,-2.0,,,,39.10636094674556,12.0,8.0,2025-12-06
Marvin Vettori,Middleweight,mw,0.685,0.439,1.370146853146853,0.561,0.459,0.10505419580419581,0.38624125874125875,0.8888888888888888,4.4690209790209785,4.298141608391608,23.613,0.1111111111111111,0.8888888888888888,0.0,0,0,0,1.0755244755244755,32.2,74.0,72.0,Southpaw,grappler,201,-4.0,,,,54.080244755244756,9.0,8.0,2025-12-06
Petr Yan,Bantamweight,bw,0.864,0.492,1.6672,0.596,0.549,0.51112,0.17125,0.6875,4.9277999999999995,4.09165,25.1,0.25,0.6875,0.0,0,4,0,1.1546,33.4,67.0,67.0,Switch,balanced,196,,,,,44.07,12.0,4.0,2025-12-06
Payton Talbott,Bantamweight,bw,0.72,0.5,1.1964000000000001,0.451,0.59,0.60904,0.31050000000000005,0.5,5.1216,3.1993,24.13,0.5,0.5,0.0,0,2,0,0.8352,27.8,70.0,70.0,Switch,striker,196,,,,11.0,50.82000000000001,5.0,1.0,2025-12-06
Merab Dvalishvili,Bantamweight,bw,0.76,0.352,5.1254285714285714,0.54,0.416,0.12192380952380952,0.36261904761904756,0.8235294117647058,4.339809523809524,2.933,22.03,0.11764705882352941,0.8235294117647058,0.058823529411764705,0,1,1,4.803904761904762,35.4,68.0,66.0,Orthodox,wrestler,196,,,,1.0,95.54285714285714,14.0,3.0,2025-12-06
Henry Cejudo,Bantamweight,bw,0.714,0.303,1.7711999999999999,0.559,0.463,0.32872,0.17925,0.6875,3.7037999999999998,3.75565,17.21,0.25,0.6875,0.0625,1,4,0,1.7785999999999997,39.4,64.0,64.0,Orthodox,balanced,196,,,,,55.10999999999999,10.0,6.0,2025-12-06
Manuel Torres,Lightweight,lw,0.9,0.667,1.9761499999999999,0.511,0.596,2.0913,0.8875249999999999,0.0,5.877675,4.082425000000001,17.0,0.8333333333333334,0.0,0.16666666666666666,1,4,0,0.890125,31.2,73.0,70.0,Switch,balanced,196,,Mexico,"Chihuahua, Mexico",15.0,31.575,,,2025-12-06
Jack Hermansson,Middleweight,mw,0.808,0.299,1.2897926421404682,0.57,0.453,0.06292140468227425,0.3358829431438127,0.3684210526315789,4.342933110367894,3.28078762541806,22.783,0.3157894736842105,0.3684210526315789,0.3157894736842105,5,3,1,1.3988929765886287,37.5,77.0,73.0,Orthodox,grappler,215,-2.0,,,,46.28110367892977,11.0,8.0,2025-11-22
Arman Tsarukyan,Lightweight,lw,0.75,0.376,2.94396875,0.549,0.5,0.41156249999999994,0.262203125,0.5833333333333334,4.054921875,2.279265625,17.72,0.4166666666666667,0.5833333333333334,0.0,0,4,0,2.360828125,29.7,72.0,67.0,Orthodox,wrestler,210,,Georgia,Georgia,2.0,101.521875,,,2025-11-22
Bekzat Almakhan,Bantamweight,bw,0.417,0.0,0.8777142857142858,0.366,0.342,0.6583428571428571,0.2378571428571429,0.6666666666666666,2.975142857142857,3.5975714285714284,7.14,0.3333333333333333,0.6666666666666666,0.0,0,1,0,0.7988571428571428,28.7,68.0,67.0,Orthodox,balanced,210,,,,,28.114285714285717,1.0,2.0,2025-11-22
Valentina Shevchenko,Women's Flyweight,wflw,0.764,0.615,2.371608695652174,0.635,0.526,0.09053260869565218,0.29741304347826086,0.631578947368421,3.1174021739130433,2.151836956521739,14.67,0.3157894736842105,0.631578947368421,0.05263157894736842,0,4,1,1.3607608695652176,38.3,66.0,65.0,Southpaw,wrestler,217,3.0,Kyrgyzstan,"Bishkek, Kyrgyzstan",,86.83152173913044,15.0,3.0,2025-11-15
Erin Blanchfield,Women's Flyweight,wflw,0.783,0.34,1.7323846153846154,0.588,0.444,0.043250000000000004,0.6763461538461539,0.5555555555555556,4.652865384615384,3.7523269230769234,24.73,0.4444444444444444,0.5555555555555556,0.0,0,0,0,1.6320384615384618,27.1,66.0,64.0,Orthodox,grappler,217,2.0,United States,United States,4.0,95.66346153846153,8.0,1.0,2025-11-15
Tracy Cortez,Women's Flyweight,wflw,0.581,0.444,1.7722499999999999,0.576,0.484,0.04685416666666667,0.36670833333333336,0.875,3.8537708333333334,3.0963541666666665,18.92,0.0,0.875,0.125,0,0,1,1.3720416666666668,32.5,65.0,65.0,Orthodox,grappler,217,-1.0,United States,"Phoenix, United States",8.0,91.38541666666667,6.0,2.0,2025-11-15
JunYong Park,Middleweight,mw,0.545,0.429,1.5386606334841626,0.514,0.516,0.15471719457013577,0.7156063348416288,0.6153846153846154,4.221497737556561,3.5922420814479636,22.485,0.23076923076923078,0.6153846153846154,0.15384615384615385,1,0,1,1.237678733031674,34.7,73.0,70.0,Orthodox,grappler,243,-1.0,,,,77.9156108597285,9.0,4.0,2025-10-25
Ikram Aliskerov,Middleweight,mw,1.0,0.714,1.7338034188034188,0.412,0.65,0.8752435897435897,0.17014529914529913,0.2,4.430495726495726,3.61101282051282,26.571,0.6,0.2,0.2,1,3,0,1.0546153846153845,32.9,76.0,72.0,Southpaw,wrestler,243,2.0,,,,53.62948717948718,4.0,1.0,2025-10-25
Manon Fiorot,Women's Flyweight,wflw,0.875,0.29,1.1466923076923077,0.669,0.42,0.12009615384615385,0.11696153846153846,0.6666666666666666,4.951942307692307,3.3314038461538464,26.89,0.3333333333333333,0.6666666666666666,0.0,0,3,0,1.1751153846153846,36.3,65.0,67.0,Orthodox,striker,245,1.0,France,"Nice, France",2.0,47.409615384615385,8.0,1.0,2025-10-18
Saimon Oliveira,Bantamweight,bw,0.333,0.143,0.978,0.416,0.432,0.2138,1.043125,0.25,3.1995,3.839125,10.75,0.0,0.25,0.75,2,0,1,1.0865,35.2,72.0,64.0,Orthodox,grappler,252,,,,,38.475,0.0,4.0,2025-10-11
Patchy Mix,Bantamweight,bw,0.0,0.625,1.8573333333333333,0.431,0.439,0.28506666666666663,0.2775,1.0,4.432666666666667,4.7655,26.5,0.0,1.0,0.0,0,0,0,1.3053333333333332,32.8,72.0,68.0,Southpaw,balanced,259,,,,,55.70000000000001,0.0,2.0,2025-10-04
Andre Muniz,Middleweight,mw,0.333,0.521,3.1685164835164836,0.512,0.456,0.10337087912087914,0.8986648351648352,0.3,2.2281758241758243,2.667793956043956,8.947,0.3,0.3,0.4,3,0,1,2.12510989010989,35.6,78.0,73.0,Southpaw,grappler,264,-2.0,,,,83.86895604395605,6.0,4.0,2025-10-04
Chris Gutierrez,Bantamweight,bw,0.679,0.308,0.5602105263157895,0.634,0.576,0.43975789473684207,0.14289473684210527,0.7333333333333333,4.3155789473684205,2.8285789473684213,21.31,0.2,0.7333333333333333,0.06666666666666667,0,3,1,0.5169473684210526,35.2,67.0,69.0,Orthodox,striker,259,,,,,19.45263157894737,10.0,4.0,2025-10-04
Abus Magomedov,Middleweight,mw,1.0,0.591,1.9042937062937064,0.559,0.494,0.24356293706293705,0.3638461538461538,0.42857142857142855,2.9238601398601403,3.0921013986013985,13.471,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,1,1,1.2317762237762238,35.1,78.0,74.0,Orthodox,wrestler,264,-1.0,,,,61.805944055944046,4.0,3.0,2025-10-04
Cory Sandhagen,Bantamweight,bw,0.564,0.346,1.2271999999999998,0.567,0.45,0.28952,0.28325,0.5,4.6878,3.4756500000000004,22.43,0.4375,0.5,0.0625,0,6,1,1.0746,34.2,70.0,71.0,Switch,striker,259,,,,4.0,53.67,11.0,5.0,2025-10-04
Dusko Todorovic,Middleweight,mw,0.429,0.303,1.6885164835164836,0.515,0.541,0.10337087912087914,0.37723626373626373,0.2,3.611032967032967,3.27207967032967,18.625,0.4,0.2,0.4,4,3,0,1.7936813186813185,31.3,74.0,73.0,Orthodox,grappler,285,1.0,,,,67.29752747252748,4.0,6.0,2025-09-13
Rhys McKee,Middleweight,mw,0.476,0.0,0.4889230769230769,0.473,0.408,0.5305192307692308,0.15313076923076924,0.5,3.962046153846154,5.287111538461538,21.929,0.16666666666666666,0.5,0.3333333333333333,2,0,0,0.8775538461538461,30.0,78.0,74.0,Orthodox,striker,292,-1.0,,,,40.55653846153846,1.0,5.0,2025-09-06
Paul Craig,Middleweight,mw,0.353,0.188,1.2296092307692308,0.434,0.454,0.12256769230769232,1.0306123076923077,0.14285714285714285,2.3457384615384616,2.7188046153846153,10.795,0.42857142857142855,0.14285714285714285,0.38095238095238093,6,3,2,2.010021538461538,37.8,76.0,75.0,Orthodox,grappler,292,-4.0,,,,37.330615384615385,9.0,10.0,2025-09-06
Nassourdine Imavov,Middleweight,mw,0.814,0.321,0.824576923076923,0.587,0.55,0.20594951923076923,0.7879567307692308,0.5833333333333334,3.847278846153846,3.042319711538462,20.103,0.3333333333333333,0.5833333333333334,0.0,0,4,0,0.8192211538461538,29.5,75.0,75.0,Orthodox,grappler,292,5.0,Russia,,3.0,45.26033653846154,9.0,2.0,2025-09-06
Jared Cannonier,Middleweight,mw,0.647,0.4,0.6137179487179487,0.564,0.497,0.34696634615384614,0.06380448717948718,0.5,3.9151858974358977,3.8420464743589746,20.164,0.35,0.5,0.15,3,7,0,0.5288141025641026,41.4,77.0,71.0,Switch,striker,313,-1.0,United States,,11.0,32.92355769230769,11.0,9.0,2025-08-16
Dricus Du Plessis,Middleweight,mw,0.348,0.512,1.822087912087912,0.53,0.488,0.371228021978022,0.5779505494505495,0.4,4.3874615384615385,3.798508241758242,24.062,0.6,0.4,0.0,0,4,0,1.2808241758241758,31.6,76.0,73.0,Switch,wrestler,313,-1.0,South Africa,,2.0,37.511813186813185,9.0,1.0,2025-08-16
Elizeu Zaleski dos Santos,Middleweight,mw,0.671,0.208,0.8219650349650348,0.556,0.419,0.17459965034965036,0.3968776223776224,0.5555555555555556,3.7612937062937064,3.2860506993006995,19.289,0.2777777777777778,0.5555555555555556,0.16666666666666666,3,4,0,1.167979020979021,38.6,73.0,71.0,Orthodox,balanced,327,-2.0,,,,41.725699300699304,11.0,6.0,2025-08-02
Said Nurmagomedov,Bantamweight,bw,0.632,0.154,1.0402666666666667,0.556,0.486,0.3252266666666666,0.9543333333333333,0.5454545454545454,3.325066666666667,2.4362,13.38,0.45454545454545453,0.5454545454545454,0.0,0,2,0,1.5328000000000002,34.2,70.0,68.0,Orthodox,grappler,329,,,,,33.6,7.0,4.0,2025-07-26
Robert Whittaker,Middleweight,mw,0.82,0.381,0.7626153846153846,0.596,0.432,0.49225686813186814,0.054689560439560435,0.5833333333333334,3.9894450549450546,3.148039835164835,20.5,0.25,0.5833333333333334,0.16666666666666666,3,6,1,0.6746978021978022,34.6,73.0,72.0,Orthodox,balanced,334,-2.0,Australia,,10.0,26.548763736263737,17.0,7.0,2025-07-26
Stephen Thompson,Middleweight,mw,0.633,0.357,0.38012426035502955,0.549,0.46,0.44066124260355033,0.05889644970414201,0.5909090909090909,3.8269408284023667,2.9561967455621305,19.591,0.2727272727272727,0.5909090909090909,0.13636363636363635,2,6,1,0.35213609467455625,42.4,75.0,72.0,Orthodox,striker,348,-3.0,,,,22.352514792899406,12.0,9.0,2025-07-12
Felipe Lima,Bantamweight,bw,0.857,0.273,1.812,0.647,0.45,0.24434285714285714,0.5507142857142858,0.6666666666666666,3.510857142857143,3.246142857142857,13.11,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1.7845714285714287,28.1,68.0,66.0,Orthodox,balanced,357,,,,,46.88571428571429,2.0,1.0,2025-06-28
Miranda Maverick,Women's Flyweight,wflw,0.452,0.404,1.9374375000000001,0.617,0.445,0.035140625,0.36803125000000003,0.75,3.334578125,2.421765625,15.58,0.25,0.75,0.0,0,1,0,1.60428125,29.0,65.0,63.0,Southpaw,wrestler,371,-1.0,United States,"Jefferson City, United States",9.0,82.4140625,8.0,4.0,2025-06-14
Court McGee,Middleweight,mw,0.708,0.248,1.6437582417582417,0.61,0.369,0.1742568681318681,0.42240384615384613,0.75,4.186587912087912,3.4763255494505496,21.651,0.125,0.75,0.125,3,0,0,2.133554945054945,40.5,75.0,71.0,Orthodox,grappler,376,-1.0,,,,65.63447802197803,11.0,13.0,2025-06-14
Kamaru Usman,Middleweight,mw,0.898,0.441,2.4116187290969897,0.552,0.519,0.4123561872909699,0.13679598662207357,0.6842105263157895,3.862150501672241,2.6653528428093645,19.873,0.2631578947368421,0.6842105263157895,0.05263157894736842,1,4,0,1.8590234113712374,38.1,76.0,72.0,Switch,wrestler,376,1.0,Nigeria,,,111.04632107023411,16.0,3.0,2025-06-14
Jose Aldo,Bantamweight,bw,0.917,0.5,0.5853333333333334,0.602,0.435,0.3137925925925926,0.17240740740740743,0.6521739130434783,3.5994814814814813,3.9086296296296297,17.08,0.17391304347826086,0.6521739130434783,0.17391304347826086,4,4,0,0.4215555555555556,39.8,70.0,67.0,Orthodox,striker,406,,,,,31.73333333333333,14.0,9.0,2025-05-10
Santiago Ponzinibbio,Middleweight,mw,0.711,0.273,0.6537179487179487,0.616,0.416,0.6102996794871796,0.06380448717948718,0.45,4.164352564102564,4.072046474358975,21.66,0.35,0.45,0.2,4,7,0,0.737147435897436,38.6,73.0,72.0,Orthodox,striker,418,-1.0,,,,19.756891025641025,12.0,8.0,2025-05-03
Anthony Smith,Middleweight,mw,0.5,0.229,0.51342175066313,0.444,0.501,0.3516273209549072,0.397631299734748,0.28,2.8725676392572943,4.316521220159151,14.0,0.44,0.28,0.28,6,5,1,0.6574668435013262,36.8,76.0,76.0,Orthodox,balanced,425,-3.0,,,,20.902254641909813,13.0,12.0,2025-04-26
Cameron Saaiman,Bantamweight,bw,0.5,0.273,1.1064,0.502,0.487,0.33544,0.49650000000000005,0.3333333333333333,4.8996,4.0512999999999995,23.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,0,1.0272,25.5,67.0,68.0,Southpaw,striker,420,,,,,55.86,3.0,3.0,2025-04-26
Armen Petrosyan,Middleweight,mw,0.417,0.333,0.5564755244755245,0.531,0.53,0.1315629370629371,0.1392097902097902,0.5714285714285714,4.930314685314685,3.3313741258741256,29.235,0.0,0.5714285714285714,0.42857142857142855,1,0,2,0.5203216783216784,34.3,71.0,75.0,Orthodox,striker,474,-3.0,,,,29.09685314685315,3.0,4.0,2025-03-08
Julian Marquez,Middleweight,mw,0.458,0.0,0.4074358974358974,0.496,0.45,0.25393269230769233,1.5942756410256411,0.125,3.9000384615384616,4.206092948717949,20.933,0.375,0.125,0.5,4,0,0,0.6409615384615385,34.8,72.0,74.0,Orthodox,grappler,481,-4.0,,,,26.01378205128205,3.0,5.0,2025-03-01
Abdul Razak Alhassan,Middleweight,mw,0.509,0.333,0.7577350427350428,0.549,0.498,0.9553995726495726,0.18229487179487178,0.2857142857142857,2.7808034188034187,3.0065064102564105,13.125,0.42857142857142855,0.2857142857142857,0.21428571428571427,2,6,1,0.7356410256410256,39.4,73.0,70.0,Orthodox,balanced,530,-2.0,,,,35.8647435897436,6.0,7.0,2025-01-11
Jonathan Martinez,Bantamweight,bw,0.684,0.357,0.6233684210526317,0.57,0.496,0.6237052631578948,0.15078947368421053,0.6666666666666666,4.347157894736842,3.9654210526315783,21.12,0.26666666666666666,0.6666666666666666,0.06666666666666667,1,4,0,0.5327368421052632,32.2,70.0,68.0,Southpaw,striker,581,,,,,41.242105263157896,10.0,5.0,2024-11-16
Trevin Giles,Middleweight,mw,0.721,0.5,1.005068376068376,0.58,0.544,0.28028846153846154,0.28496153846153843,0.35714285714285715,2.9036923076923076,2.349284188034188,13.914,0.21428571428571427,0.35714285714285715,0.42857142857142855,3,3,3,0.7387521367521368,32.2,74.0,72.0,Orthodox,balanced,600,-3.0,,,,47.92029914529914,7.0,7.0,2024-11-02
Pedro Munhoz,Bantamweight,bw,0.831,0.14,0.6001538461538461,0.566,0.42,0.38055384615384613,0.42788461538461536,0.6363636363636364,5.167538461538461,5.775884615384616,25.3,0.2727272727272727,0.6363636363636364,0.0,0,3,0,1.0027692307692306,39.8,65.0,66.0,Orthodox,striker,595,,,,,18.623076923076926,10.0,10.0,2024-11-02
Li Jingliang,Middleweight,mw,0.605,0.417,1.1206013986013987,0.566,0.424,0.6646905594405594,0.0696048951048951,0.3888888888888889,3.9813846153846155,3.5732325174825177,20.634,0.4444444444444444,0.3888888888888889,0.16666666666666666,1,8,2,0.9225244755244756,36.4,71.0,72.0,Orthodox,balanced,677,-2.0,,,,27.3256993006993,11.0,7.0,2024-08-17
Denis Tiuliulin,Middleweight,mw,0.72,0.429,0.9797230769230769,0.38,0.412,0.4717192307692308,0.15313076923076924,0.16666666666666666,3.185046153846154,3.976711538461538,15.455,0.16666666666666666,0.16666666666666666,0.6666666666666666,2,1,2,0.8307538461538462,36.2,77.0,73.0,Orthodox,balanced,691,-4.0,,,,30.956538461538464,1.0,5.0,2024-08-03
Josh Fremd,Middleweight,mw,0.304,0.25,0.8489230769230769,0.471,0.445,0.1447192307692308,0.7531307692307692,0.5,2.7146461538461537,2.516911538461538,11.533,0.16666666666666666,0.5,0.3333333333333333,1,0,1,0.9291538461538462,30.5,76.0,76.0,Orthodox,grappler,712,-2.0,,,,58.07653846153846,2.0,4.0,2024-07-13
Yanis Ghemmouri,Bantamweight,bw,0.0,0.0,1.024,0.356,0.387,0.28506666666666663,0.2775,0.0,3.4293333333333336,4.0455,7.25,0.0,0.0,1.0,2,0,0,1.1953333333333334,31.4,69.0,69.0,Orthodox,balanced,721,,,,,43.70000000000001,0.0,2.0,2024-06-29
Claudio Ribeiro,Middleweight,mw,0.667,0.5,0.7986538461538462,0.296,0.514,0.3683990384615385,0.19141346153846153,0.0,2.813057692307692,3.2536394230769226,11.5,0.25,0.0,0.75,3,1,0,0.6864423076923077,31.6,77.0,73.0,Orthodox,balanced,845,-2.0,,,,42.12067307692308,1.0,3.0,2024-03-02
Jamie Pickett,Middleweight,mw,0.75,0.368,1.10301775147929,0.482,0.452,0.21516863905325445,0.11779289940828402,0.5555555555555556,2.6918816568047337,3.459162721893491,12.05,0.0,0.5555555555555556,0.4444444444444444,2,0,2,1.0031952662721895,35.5,80.0,74.0,Orthodox,balanced,845,-5.0,,,,36.96656804733728,2.0,7.0,2024-03-02
Val Woodburn,Middleweight,mw,0.5,1.0,1.314871794871795,0.364,0.357,0.491198717948718,0.25521794871794873,0.5,2.634076923076923,3.438185897435897,6.25,0.0,0.5,0.5,1,0,0,0.9152564102564104,30.5,74.0,68.0,Orthodox,balanced,859,-2.0,,,,42.360897435897435,0.0,2.0,2024-02-17
Makhmud Muradov,Middleweight,mw,0.778,0.667,2.1416573426573424,0.61,0.439,0.4497447552447553,0.2454825174825175,0.42857142857142855,3.5640419580419587,2.6110104895104893,18.5,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,2,1,1.2565944055944056,34.0,75.0,74.0,Orthodox,wrestler,873,1.0,,,,41.50594405594406,4.0,2.0,2024-02-03
Phil Hawes,Middleweight,mw,0.909,0.421,1.6381025641025644,0.559,0.607,0.428599358974359,0.28160897435897436,0.25,4.298705128205128,3.0774262820512823,23.923,0.25,0.25,0.5,4,2,0,1.3489615384615385,35.0,77.0,72.0,Orthodox,grappler,894,-3.0,,,,72.48044871794872,4.0,4.0,2024-01-13
Terrence Mitchell,Bantamweight,bw,0.0,0.5,2.254,0.419,0.346,0.28506666666666663,0.2775,0.0,3.4026666666666667,5.282166666666666,4.5,0.0,0.0,1.0,2,0,0,1.1953333333333334,36.5,74.0,70.0,Orthodox,balanced,1008,,,,,41.1,0.0,2.0,2023-09-16
JP Buys,Bantamweight,bw,0.286,0.091,1.053,0.374,0.298,0.2138,1.3431250000000001,0.25,2.6795,3.4941250000000004,5.14,0.0,0.25,0.75,3,0,0,1.4315,30.1,67.0,65.0,Orthodox,grappler,1043,,,,,32.775000000000006,0.0,4.0,2023-08-12
Derek Brunson,Middleweight,mw,0.842,0.316,2.305649230769231,0.509,0.466,0.4098476923076923,0.47117230769230767,0.2857142857142857,3.0639384615384615,2.7557646153846154,15.07,0.42857142857142855,0.2857142857142857,0.2857142857142857,6,7,0,2.406501538461538,39.2,77.0,73.0,Southpaw,wrestler,1209,-2.0,,,,89.32661538461538,14.0,7.0,2023-03-04
Glover Teixeira,Middleweight,mw,0.603,0.336,1.688860398860399,0.51,0.507,0.26315527065527067,0.727122507122507,0.30434782608695654,3.1547948717948717,3.791707977207977,15.623,0.5652173913043478,0.30434782608695654,0.13043478260869565,2,5,1,1.6605014245014245,43.2,76.0,74.0,Orthodox,grappler,1251,-2.0,,,,73.11353276353276,16.0,7.0,2023-01-21
