fighter,division,division_code,td_def,td_acc,td_per15,str_def,str_acc,kd_per15,sub_att_per15,pct_distance,SLpM,SApM,dmg_per_round,finish_rate,decision_rate,gets_finished_rate,times_kod,ko_tko_wins,times_submitted,td_att_per_round,age,reach_in,height_in,stance,style,layoff_days,streak,country,hometown,rank,ctrl_sec_per_round,wins,losses,last_fight_date
Darren Till,Middleweight,mw,0.698,0.462,0.6910769230769231,0.563,0.468,0.41219951923076925,0.09570673076923077,0.5,2.4387788461538458,3.1225697115384614,10.714,0.16666666666666666,0.5,0.3333333333333333,1,2,3,0.5589711538461539,30.0,74.0,72.0,Southpaw,balanced,1293,-3.0,,,,26.060336538461538,6.0,5.0,2022-12-10
Gadzhi Omargadzhiev,Middleweight,mw,0.6,0.222,1.1482051282051282,0.388,0.365,0.24119871794871797,0.25521794871794873,1.0,2.773076923076923,2.9438525641025635,8.333,0.0,1.0,0.0,0,0,0,1.2485897435897437,29.7,71.0,73.0,Switch,balanced,1342,-2.0,,,,37.69423076923077,0.0,2.0,2022-10-22
Krzysztof Jotko,Middleweight,mw,0.821,0.396,1.2584871794871793,0.573,0.425,0.1765805860805861,0.12715750915750915,0.7058823529411765,2.935831501831502,2.3391483516483516,14.222,0.058823529411764705,0.7058823529411765,0.23529411764705882,2,1,2,1.0776446886446887,33.1,77.0,73.0,Southpaw,balanced,1363,-1.0,,,,62.04120879120879,11.0,6.0,2022-10-01
Alen Amedovski,Middleweight,mw,0.0,,0.6111538461538462,0.462,0.303,0.18089903846153849,0.19141346153846153,0.25,1.9965576923076922,2.916139423076923,3.333,0.0,0.25,0.75,2,0,1,0.5614423076923077,34.4,74.0,70.0,Orthodox,balanced,1377,-4.0,,,,25.62067307692308,0.0,4.0,2022-09-17
Sam Alvey,Middleweight,mw,0.821,0.143,0.22432967032967036,0.528,0.445,0.39797115384615395,0.10440384615384615,0.5,2.9737307692307695,3.2277541208791205,14.577,0.25,0.5,0.25,4,5,2,0.27612637362637366,36.3,75.0,74.0,Southpaw,balanced,1419,-8.0,,,,19.948763736263736,10.0,13.0,2022-08-06
Karl Roberson,Middleweight,mw,0.407,0.4,0.8006593406593406,0.577,0.515,0.216228021978022,0.44795054945054946,0.2,2.51389010989011,2.4270796703296704,10.947,0.2,0.2,0.6,2,0,4,0.6965384615384617,31.8,74.0,73.0,Southpaw,balanced,1447,-4.0,,,,46.583241758241755,4.0,6.0,2022-07-09
Uriah Hall,Middleweight,mw,0.644,0.389,0.5983578595317727,0.544,0.486,0.5032257525083612,0.17644816053511705,0.42105263157894735,2.9063678929765886,3.334483277591973,14.089,0.42105263157894735,0.42105263157894735,0.15789473684210525,3,6,0,0.5257190635451505,37.9,79.0,72.0,Orthodox,balanced,1454,-2.0,,,,21.82892976588629,10.0,9.0,2022-07-02
Jordan Williams,Middleweight,mw,0.8,0.2,0.9556043956043956,0.386,0.355,0.20674175824175828,0.21875824175824174,0.3333333333333333,3.014923076923077,3.509873626373626,13.0,0.0,0.3333333333333333,0.6666666666666666,1,0,1,1.0702197802197804,31.1,75.0,73.0,Southpaw,balanced,1692,-3.0,,,,44.737912087912086,0.0,3.0,2021-11-06
John Allan,Middleweight,mw,0.4,0.714,1.4128901098901099,0.536,0.4,0.20674175824175828,0.6473296703296703,0.6666666666666666,3.4340659340659343,4.456587912087913,17.889,0.0,0.6666666666666666,0.0,0,0,0,0.9750769230769232,28.7,75.0,73.0,Orthodox,grappler,1692,-2.0,,,,39.68076923076923,0.0,2.0,2021-11-06
Laureano Staropoli,Middleweight,mw,0.48,0.263,0.9887230769230768,0.54,0.34,0.1447192307692308,0.15313076923076924,1.0,3.317046153846154,3.5327115384615384,16.556,0.0,1.0,0.0,0,0,0,1.0827538461538464,28.7,71.0,73.0,Orthodox,balanced,1706,-4.0,,,,33.356538461538456,2.0,4.0,2021-10-23
Ian Heinisch,Middleweight,mw,0.608,0.171,1.0808391608391608,0.591,0.5,0.34347202797202797,0.5636643356643357,0.7142857142857143,3.1612237762237765,2.9928286713286707,15.333,0.14285714285714285,0.7142857142857143,0.14285714285714285,1,1,0,1.6454125874125873,33.0,72.0,71.0,Orthodox,grappler,1797,-2.0,,,,41.44230769230769,3.0,4.0,2021-07-24
Jacare Souza,Middleweight,mw,0.625,0.281,1.3412615384615385,0.595,0.524,0.27795961538461544,0.6253653846153846,0.3125,2.699623076923077,3.1056557692307694,12.714,0.5,0.3125,0.1875,2,4,1,1.5277769230769231,41.4,72.0,73.0,Orthodox,grappler,1867,-4.0,,,,73.72826923076924,9.0,7.0,2021-05-15
Markus Perez,Middleweight,mw,0.773,0.25,0.9217482517482517,0.529,0.473,0.1315629370629371,0.7361188811188811,0.5714285714285714,2.7367692307692306,3.3631923076923083,12.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,1,0,0,1.0446853146853146,32.6,73.0,73.0,Orthodox,grappler,1982,-3.0,,,,47.86958041958042,2.0,5.0,2021-01-20
Tom Breese,Middleweight,mw,0.706,0.0,0.4074358974358974,0.605,0.509,0.7359326923076924,0.7429423076923077,0.25,3.036705128205128,2.698092948717948,14.462,0.5,0.25,0.25,1,4,1,0.7329615384615386,29.3,73.0,75.0,Southpaw,balanced,1982,-1.0,,,,43.813782051282054,5.0,3.0,2021-01-20
Jack Marshman,Middleweight,mw,0.2,,0.4074358974358974,0.565,0.256,0.45393269230769234,0.12760897435897436,0.5,2.7680384615384614,3.6107596153846147,12.444,0.125,0.5,0.375,1,1,2,0.3742948717948718,30.9,73.0,72.0,Orthodox,balanced,2063,-2.0,,,,16.947115384615383,3.0,5.0,2020-10-31
Anderson Silva,Middleweight,mw,0.763,0.75,0.2918700265251989,0.595,0.59,0.7886962864721486,0.2993554376657825,0.24,2.7354986737400533,2.3561763925729444,13.206,0.56,0.24,0.16,4,11,0,0.20919098143236076,45.5,77.0,74.0,Southpaw,balanced,2063,-3.0,,,,18.143633952254643,17.0,7.0,2020-10-31
John Phillips,Middleweight,mw,0.077,,0.4889230769230769,0.493,0.343,0.4219192307692309,0.15313076923076924,0.3333333333333333,2.198046153846154,3.3239115384615383,7.231,0.16666666666666666,0.3333333333333333,0.5,0,1,3,0.4491538461538462,35.4,75.0,71.0,Southpaw,balanced,2077,-2.0,,,,23.636538461538464,1.0,5.0,2020-10-17
Khadis Ibragimov,Middleweight,mw,0.81,0.3,1.0611538461538461,0.473,0.498,0.18089903846153849,0.3414134615384615,0.5,3.303057692307692,3.586139423076923,16.4,0.0,0.5,0.5,1,0,1,1.0614423076923076,25.4,78.0,75.0,Orthodox,balanced,2098,-4.0,,,,58.87067307692308,0.0,4.0,2020-09-26
Yoel Romero,Middleweight,mw,0.806,0.333,1.4078959276018101,0.607,0.493,0.6188936651583711,0.09007692307692307,0.46153846153846156,3.1547330316742084,2.880300904977375,15.512,0.5384615384615384,0.46153846153846156,0.0,0,7,0,1.3845022624434389,42.9,73.0,72.0,Southpaw,balanced,2301,-3.0,,,,37.6920814479638,9.0,4.0,2020-03-07
Nordine Taleb,Middleweight,mw,0.739,0.762,1.639076923076923,0.668,0.511,0.25694951923076925,0.09570673076923077,0.5,3.348528846153846,2.6133197115384617,16.778,0.16666666666666666,0.5,0.3333333333333333,2,2,2,0.8642211538461539,38.2,74.0,73.0,Orthodox,grappler,2483,-1.0,,,,60.78533653846154,7.0,5.0,2019-09-07
David Branch,Middleweight,mw,0.438,0.326,1.8299408284023668,0.567,0.398,0.21516863905325445,0.11779289940828402,0.3333333333333333,1.971881656804734,2.081470414201183,6.85,0.1111111111111111,0.3333333333333333,0.5555555555555556,3,1,2,1.83396449704142,37.5,78.0,73.0,Orthodox,wrestler,2644,-2.0,,,,86.32810650887573,4.0,5.0,2019-03-30
Alex Garcia,Middleweight,mw,0.667,0.527,2.834945054945055,0.592,0.314,0.3605137362637363,0.1950934065934066,0.6,2.161747252747253,2.95207967032967,8.48,0.3,0.6,0.1,1,2,0,1.8922527472527473,31.3,72.0,69.0,Orthodox,wrestler,2798,-2.0,,,,69.79752747252748,5.0,5.0,2018-10-27
Brad Scott,Middleweight,mw,0.636,0.154,0.6181025641025641,0.572,0.416,0.33126602564102564,0.5489423076923077,0.625,3.403371794871795,3.8914262820512824,17.211,0.25,0.625,0.125,1,0,0,0.8302948717948718,28.9,76.0,73.0,Orthodox,balanced,2951,-2.0,,,,50.74711538461539,3.0,5.0,2018-05-27
Cyril Asker,Middleweight,mw,1.0,0.625,1.9321367521367523,0.357,0.39,0.16079914529914532,0.44792307692307687,0.0,2.53382905982906,3.2699017094017093,9.5,0.4,0.0,0.6,3,1,0,1.2396153846153846,32.1,74.0,72.0,Orthodox,wrestler,3057,-1.0,,,,67.18504273504273,2.0,3.0,2018-02-10
Rob Wilkinson,Middleweight,mw,,0.25,2.0648717948717947,0.391,0.5,0.24119871794871797,0.25521794871794873,0.0,2.9840769230769233,3.7381858974358972,11.5,0.0,0.0,1.0,2,0,0,2.41525641025641,26.0,80.0,75.0,Orthodox,wrestler,3057,-2.0,,,,64.69423076923077,0.0,2.0,2018-02-10
Rafael Natal,Middleweight,mw,0.771,0.343,2.220201465201465,0.576,0.479,0.34496153846153854,0.45906227106227104,0.6470588235294118,3.0475457875457876,2.5439578754578753,14.909,0.11764705882352941,0.6470588235294118,0.23529411764705882,4,1,0,2.1454065934065936,34.6,77.0,72.0,Orthodox,wrestler,3260,-3.0,,,,68.59835164835165,9.0,7.0,2017-07-22
Nick Roehrick,Middleweight,mw,0.0,,0.9778461538461538,0.44,0.175,0.2894384615384616,0.3062615384615385,0.0,3.034292307692308,3.705823076923076,9.333,0.0,0.0,1.0,1,0,0,0.8983076923076924,30.0,,74.0,Orthodox,balanced,3275,-1.0,,,,40.17307692307692,0.0,1.0,2017-07-07
Clint Hester,Middleweight,mw,0.6,0.357,1.0413846153846154,0.569,0.428,0.4891993006993007,0.1392097902097902,0.2857142857142857,3.1822237762237764,3.195828671328671,15.5,0.2857142857142857,0.2857142857142857,0.42857142857142855,2,1,1,0.9651398601398601,29.4,77.0,74.0,Orthodox,balanced,3715,-3.0,,,,48.50594405594406,4.0,3.0,2016-04-23
Shawn Jordan,Middleweight,mw,0.889,0.346,1.3642307692307694,0.496,0.498,0.44194230769230775,0.10937912087912087,0.2,2.7174615384615386,2.6756510989010986,12.368,0.6,0.2,0.2,2,6,0,1.2979670329670332,30.9,75.0,72.0,Southpaw,grappler,3918,-1.0,,,,67.29752747252748,6.0,4.0,2015-10-03
Igor Araujo,Middleweight,mw,0.222,0.158,1.0201538461538462,0.498,0.421,0.18089903846153849,0.4639134615384616,0.75,2.3905576923076923,2.9796394230769225,7.273,0.0,0.75,0.25,1,0,0,1.4249423076923078,34.6,77.0,73.0,Orthodox,grappler,3998,-2.0,,,,69.27067307692307,2.0,2.0,2015-07-15
Luke Barnatt,Middleweight,mw,0.636,0.429,0.8489230769230769,0.591,0.364,0.3847192307692308,0.39313076923076923,0.6666666666666666,3.866646153846154,3.508711538461539,21.133,0.3333333333333333,0.6666666666666666,0.0,0,1,0,0.7293538461538462,27.1,77.0,78.0,Orthodox,balanced,4058,-3.0,,,,24.716538461538462,3.0,3.0,2015-05-16
Mike Rhodes,Middleweight,mw,0.75,0.333,1.0657472527472527,0.644,0.394,0.20674175824175828,0.40261538461538454,0.6666666666666666,3.125065934065934,3.426730769230769,14.286,0.0,0.6666666666666666,0.3333333333333333,0,0,1,1.008934065934066,25.0,74.0,73.0,Orthodox,balanced,4205,-3.0,,,,39.59505494505494,0.0,3.0,2014-12-20
Colton Smith,Middleweight,mw,0.25,0.36,2.1111538461538464,0.516,0.415,0.3473990384615385,0.6914134615384615,0.25,2.2630576923076924,2.460639423076923,6.0,0.0,0.25,0.75,1,0,2,1.9504423076923079,26.9,71.0,72.0,Orthodox,grappler,4380,-3.0,,,,77.17067307692308,1.0,3.0,2014-06-28
Robert McDaniel,Middleweight,mw,0.5,0.5,1.0657472527472527,0.568,0.442,0.20674175824175828,0.7699010989010989,0.3333333333333333,2.5494945054945055,2.6308736263736257,7.571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0.8863626373626374,30.9,75.0,75.0,Southpaw,grappler,4485,-2.0,,,,69.8521978021978,1.0,2.0,2014-03-15
Alex Perez,Flyweight,flw,0.743,0.484,2.029401586157174,0.596,0.468,0.727533525594809,0.5942645998558038,0.2,3.946627253064167,3.0961550108147082,17.44,0.4,0.2,0.3333333333333333,2,4,3,1.2820504686373468,34.2,65.0,66.0,Orthodox,balanced,21,0.0,United States,"Hanford, United States",11.0,63.98980533525596,8.0,6.0,
Alexandre Pantoja,Flyweight,flw,0.692,0.476,2.587755915317559,0.498,0.503,0.27636986301369865,0.9268194271481942,0.5,4.181087173100872,3.8089066002490664,19.604,0.4444444444444444,0.5,0.05555555555555555,1,2,0,1.6935890410958905,36.2,67.0,65.0,Orthodox,grappler,196,-1.0,Brazil,Brazil,1.0,80.61937733499377,14.0,4.0,
Amir Albazi,Flyweight,flw,0.625,0.25,1.3556936488169364,0.594,0.338,0.28455790784557905,0.5351843088418431,0.5714285714285714,2.7669925280199252,3.742358655043587,11.952,0.42857142857142855,0.5714285714285714,0.0,0,1,0,1.4933599003735987,32.6,68.0,65.0,Orthodox,balanced,133,-2.0,Iraq,"Baghdad, Iraq",7.0,64.25148194271482,5.0,2.0,
Asu Almabayev,Flyweight,flw,0.444,0.429,3.4416936488169365,0.538,0.51,0.20119427148194272,1.1995479452054794,0.5714285714285714,2.6645379825653794,2.5402677459526775,10.5,0.2857142857142857,0.5714285714285714,0.14285714285714285,1,0,0,2.5280871731008716,32.4,65.0,64.0,Orthodox,grappler,210,2.0,Kazakhstan,Kazakhstan,9.0,100.1042092154421,6.0,1.0,
Brandon Moreno,Flyweight,flw,0.653,0.397,1.4132762557077625,0.599,0.444,0.19075570776255704,0.44608447488584474,0.65,3.744413242009133,3.6196643835616436,18.686,0.3,0.65,0.05,1,3,0,1.1682899543378995,32.5,70.0,67.0,Orthodox,striker,112,-2.0,Mexico,"Tijuana, Mexico",8.0,52.971095890410965,11.0,7.0,
Brandon Royval,Flyweight,flw,0.452,0.75,0.9024143835616438,0.43,0.415,0.3098835616438356,0.986376712328767,0.4166666666666667,4.9783698630136985,4.063496575342466,24.774,0.3333333333333333,0.4166666666666667,0.25,2,1,1,0.5534349315068492,33.8,68.0,69.0,Southpaw,grappler,189,-2.0,United States,"Denver, United States",4.0,27.196643835616435,7.0,5.0,
Charles Johnson,Flyweight,flw,0.692,0.167,0.7623683409436833,0.557,0.499,0.3216742770167428,0.41766818873668193,0.7142857142857143,4.436106544901065,3.901663622526636,22.892,0.21428571428571427,0.7142857142857143,0.07142857142857142,1,3,0,1.0767199391171993,35.4,70.0,69.0,Switch,striker,98,1.0,United States,"Topeka, United States",14.0,26.734794520547943,8.0,6.0,
Edgar Chairez,Flyweight,flw,0.333,0.0,0.6035118306351183,0.456,0.468,0.26164881693648817,1.2447297633872976,0.42857142857142855,3.3849016189290158,3.992449564134496,16.583,0.42857142857142855,0.42857142857142855,0.0,0,0,0,0.6298144458281443,30.4,71.0,67.0,Orthodox,grappler,14,3.0,Mexico,"Baja California, Mexico",15.0,23.81693648816936,4.0,2.0,
Joshua Van,Flyweight,flw,0.757,0.615,1.0461086757990867,0.583,0.574,0.5985424657534247,0.33680182648401824,0.5454545454545454,7.059994520547944,5.20226301369863,38.438,0.36363636363636365,0.5454545454545454,0.09090909090909091,1,4,0,0.6816639269406392,24.7,65.0,65.0,Orthodox,striker,42,7.0,Myanmar,"Hakha , Myanmar",,28.925753424657536,10.0,1.0,
Kyoji Horiguchi,Flyweight,flw,0.612,0.405,1.5235086757990866,0.639,0.474,0.5032091324200912,0.25760182648401825,0.5454545454545454,3.411661187214612,2.3642630136986305,18.207,0.2727272727272727,0.5454545454545454,0.18181818181818182,1,2,1,1.3196639269406392,35.7,66.0,65.0,Orthodox,balanced,0,-1.0,Japan,"Takasaki, Japan",5.0,58.53775342465754,9.0,2.0,
Lone’er Kavanagh,Flyweight,flw,0.941,0.455,1.4103287671232878,0.562,0.484,0.13226712328767123,0.4642534246575342,0.75,3.692239726027397,3.4829931506849316,20.385,0.0,0.75,0.25,1,0,0,1.1428698630136984,27.0,67.0,66.0,Orthodox,striker,112,1.0,England,"London, England",6.0,44.13328767123288,3.0,1.0,
Manel Kape,Flyweight,flw,0.811,0.3,0.7087753424657534,0.574,0.563,0.691675799086758,0.3632018264840183,0.45454545454545453,4.193394520547946,3.61826301369863,23.375,0.5454545454545454,0.45454545454545453,0.0,0,6,0,0.6897305936073058,32.6,68.0,65.0,Southpaw,striker,0,4.0,Angola,Angola,2.0,20.609753424657534,8.0,3.0,
Steve Erceg,Flyweight,flw,0.674,0.281,1.306552511415525,0.555,0.476,0.1721780821917808,0.4835022831050228,0.75,4.184493150684932,3.877328767123288,22.16,0.125,0.75,0.125,1,1,0,1.3332465753424658,30.9,68.0,68.0,Orthodox,striker,49,2.0,Australia,"Perth, Australia",10.0,40.002191780821924,5.0,3.0,
Tagir Ulanbekov,Flyweight,flw,0.633,0.391,2.373219178082192,0.506,0.482,0.18951141552511416,1.2435022831050226,0.625,3.1024931506849316,3.457995433789955,14.19,0.25,0.625,0.125,0,0,1,1.9399132420091323,34.9,70.0,67.0,Southpaw,grappler,210,-1.0,Russia,"Dagestan, Russia",13.0,94.64219178082192,6.0,2.0,
Tatsuro Taira,Flyweight,flw,0.462,0.438,3.025616438356164,0.44,0.544,0.3491526418786693,1.1104305283757339,0.3,2.9847084148727987,3.2165675146771036,12.481,0.6,0.3,0.1,1,3,0,2.104211350293542,26.4,70.0,67.0,Orthodox,grappler,42,-1.0,Japan,Japan,3.0,115.83616438356164,8.0,2.0,
Tim Elliott,Flyweight,flw,0.594,0.455,3.313331928345627,0.564,0.434,0.13462065331928347,1.0006933614330875,0.6363636363636364,3.47822760800843,3.0783055848261327,16.632,0.13636363636363635,0.6363636363636364,0.22727272727272727,0,0,5,2.3444984193888305,39.5,66.0,67.0,Southpaw,grappler,49,-1.0,United States,United States,12.0,80.17485774499472,10.0,12.0,
Alessandro Costa,Flyweight,flw,0.84,0.267,1.2093300124533002,0.529,0.484,0.550557907845579,0.5561843088418431,0.14285714285714285,3.585992528019925,3.6144495641344956,15.8,0.5714285714285714,0.14285714285714285,0.2857142857142857,2,4,0,1.1599053549190534,30.4,67.0,64.0,Orthodox,striker,14,2.0,,,,33.438754669987546,4.0,3.0,
Ali Bagautinov,Flyweight,flw,0.65,0.365,2.202057285180573,0.524,0.424,0.26419427148194274,0.4212752179327522,0.8571428571428571,3.004992528019925,3.240267745952677,14.043,0.14285714285714285,0.8571428571428571,0.0,0,1,0,1.962359900373599,41.0,65.0,64.0,Orthodox,wrestler,3500,-1.0,,,,72.30784557907845,4.0,3.0,
Allan Nascimento,Flyweight,flw,0.4,0.312,1.29326301369863,0.573,0.477,0.10581369863013698,0.9080027397260274,0.6666666666666666,2.269591780821918,2.238594520547945,9.5,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1.3756958904109589,34.8,69.0,68.0,Orthodox,grappler,0,-1.0,,,,79.9106301369863,4.0,2.0,
Askar Askarov,Flyweight,flw,0.667,0.245,2.1820700152207,0.579,0.54,0.11757077625570776,0.5317808219178082,1.0,3.1545464231354643,3.1102161339421617,15.267,0.0,1.0,0.0,0,0,0,2.602662100456621,33.7,67.0,66.0,Orthodox,wrestler,1547,-1.0,,,,75.9895890410959,3.0,1.0,
Azat Maksum,Flyweight,flw,0.857,0.318,2.5798287671232876,0.525,0.275,0.2572671232876712,0.4732534246575342,1.0,3.0157397260273973,3.8739931506849317,13.75,0.0,1.0,0.0,0,0,0,2.5533698630136983,31.4,70.0,67.0,Southpaw,wrestler,238,-3.0,,,,49.83328767123288,1.0,3.0,
Ben Nguyen,Flyweight,flw,0.632,0.333,0.7632391033623911,0.594,0.401,0.5753760896637609,0.8921843088418431,0.2857142857142857,3.4288107098381073,3.1880859277708593,15.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,1,1,1,0.6597235367372353,37.9,65.0,65.0,Switch,grappler,2758,-2.0,,,,36.875118306351176,4.0,3.0,
Carlos Candelario,Flyweight,flw,0.8,0.5,1.7687716894977168,0.426,0.429,0.17635616438356164,0.6850045662100457,0.5,3.335652968036529,4.495324200913243,15.6,0.0,0.5,0.5,0,0,1,1.3598264840182646,35.0,68.0,68.0,Southpaw,balanced,1323,-2.0,,,,56.14438356164383,0.0,2.0,
Carlos Hernandez,Flyweight,flw,0.64,0.265,1.8030572851805728,0.507,0.447,0.09619427148194272,0.25327521793275215,0.5714285714285714,3.4593561643835615,3.5030859277708597,15.938,0.0,0.5714285714285714,0.42857142857142855,1,0,2,1.8758144458281443,32.7,67.0,68.0,Orthodox,striker,399,-1.0,,,,48.444209215442086,3.0,4.0,
Carls John De Tomas,Flyweight,flw,0.667,0.333,1.5631050228310504,0.449,0.373,0.17635616438356164,0.46433789954337895,0.5,2.7659863013698627,3.6409908675799088,7.6,0.0,0.5,0.5,0,0,1,1.3598264840182646,29.8,71.0,65.0,Southpaw,balanced,3115,-2.0,,,,44.42438356164384,0.0,2.0,
Chico Camus,Flyweight,flw,0.721,0.4,1.066552511415525,0.646,0.412,0.08817808219178082,0.4888356164383561,0.75,2.817159817351598,2.8033287671232876,12.583,0.0,0.75,0.125,0,0,1,0.896579908675799,41.4,66.0,66.0,Orthodox,balanced,3920,-2.0,,,,67.52219178082191,3.0,4.0,
CJ Vergara,Flyweight,flw,0.6,0.0,0.5532191780821918,0.534,0.568,0.08817808219178082,0.3515022831050228,0.5,4.390493150684931,4.295328767123288,23.0,0.125,0.5,0.375,1,1,2,0.4799132420091323,35.0,68.0,66.0,Orthodox,striker,448,-3.0,,,,41.72219178082192,3.0,5.0,
Clayton Carpenter,Flyweight,flw,0.5,0.286,1.4765144596651447,0.462,0.5,0.11757077625570776,1.0484474885844748,0.4,3.354546423135464,4.23910502283105,15.4,0.4,0.4,0.2,0,0,1,1.4176621004566208,30.0,66.0,66.0,Orthodox,grappler,42,-3.0,,,,60.95625570776255,2.0,3.0,
Cody Durden,Flyweight,flw,0.565,0.494,3.5239315068493156,0.508,0.448,0.1273068493150685,0.6585013698630137,0.5,3.249095890410959,3.851597260273972,14.162,0.125,0.5,0.375,2,1,4,2.1687479452054794,35.2,67.0,67.0,Southpaw,wrestler,56,1.0,,,,90.52931506849316,7.0,8.0,
Daniel Lacerda,Flyweight,flw,0.0,0.5,2.05646301369863,0.35,0.455,1.1504136986301372,0.9752027397260274,0.0,3.680191780821918,6.366594520547945,12.75,0.0,0.0,0.8333333333333334,3,0,2,1.1758958904109587,30.0,70.0,66.0,Switch,grappler,847,-1.0,,,,39.8426301369863,0.0,5.0,
Darrell Montague,Flyweight,flw,0.333,0.25,1.2573757338551859,0.527,0.258,0.1511624266144814,1.0155753424657534,0.3333333333333333,2.698845401174168,4.304563600782779,8.0,0.0,0.3333333333333333,0.6666666666666666,2,0,0,1.1655655577299413,38.6,67.0,66.0,Southpaw,grappler,3996,-3.0,,,,35.472328767123294,0.0,3.0,
David Dvorak,Flyweight,flw,0.7,0.3,1.01306301369863,0.597,0.43,0.10581369863013698,0.3950027397260274,0.8333333333333334,3.400591780821918,3.3707945205479453,16.812,0.16666666666666666,0.8333333333333334,0.0,0,0,0,0.9508958904109587,34.0,68.0,65.0,Orthodox,balanced,1106,-3.0,,,,38.762630136986296,3.0,3.0,
Demetrious Johnson,Flyweight,flw,0.712,0.548,3.018937733499378,0.672,0.545,0.15855168119551682,0.567637608966376,0.6111111111111112,3.4684508094645072,2.0604520547945206,17.0,0.3888888888888889,0.6111111111111112,0.0,0,2,0,1.8629526774595269,39.9,66.0,63.0,Orthodox,balanced,2877,-1.0,,,,82.48483188044833,15.0,2.0,
Dustin Ortiz,Flyweight,flw,0.526,0.361,2.709146118721461,0.564,0.446,0.19256316590563166,0.2216681887366819,0.6428571428571429,3.016662100456621,2.462774733637747,13.865,0.2857142857142857,0.6428571428571429,0.07142857142857142,0,4,1,2.359275494672755,37.5,65.0,65.0,Orthodox,wrestler,2709,-1.0,,,,88.98812785388128,8.0,6.0,
Dustin Pague,Flyweight,flw,0.556,0.444,1.2806630136986301,0.412,0.536,0.10581369863013698,1.8212027397260275,0.5,2.2995917808219177,3.178194520547945,7.385,0.16666666666666666,0.5,0.3333333333333333,2,0,0,0.9910958904109588,38.9,74.0,69.0,Orthodox,grappler,4627,-4.0,,,,57.7346301369863,1.0,5.0,
Eric Shelton,Flyweight,flw,0.462,0.515,2.36366301369863,0.635,0.425,0.10581369863013698,0.3788027397260274,1.0,2.852791780821918,2.5259945205479455,12.833,0.0,1.0,0.0,0,0,0,1.675695890410959,35.4,68.0,66.0,Orthodox,wrestler,2646,-1.0,,,,59.750630136986295,2.0,4.0,
Felipe Bunes,Flyweight,flw,0.4,0.25,1.3708287671232877,0.474,0.462,0.13226712328767123,1.0697534246575342,0.5,3.227739726027397,4.033493150684931,14.667,0.25,0.5,0.25,1,0,0,1.3863698630136985,36.6,69.0,67.0,Orthodox,grappler,112,-2.0,,,,47.10328767123288,1.0,3.0,
Felipe dos Santos,Flyweight,flw,0.2,0.0,0.8298287671232877,0.415,0.394,0.13226712328767123,0.5982534246575342,1.0,3.5157397260273973,3.6489931506849316,18.75,0.0,1.0,0.0,0,0,0,1.3863698630136985,25.8,70.0,67.0,Orthodox,striker,455,-2.0,,,,33.27328767123288,1.0,3.0,
Francisco Figueiredo,Flyweight,flw,0.762,0.75,2.0843287671232877,0.616,0.619,0.13226712328767123,0.5572534246575342,0.5,2.6582397260273973,3.0454931506849316,9.125,0.25,0.5,0.25,0,0,1,1.2198698630136984,36.7,68.0,66.0,Southpaw,wrestler,1400,-1.0,,,,69.39328767123288,2.0,2.0,
HyunSung Park,Flyweight,flw,0.438,0.333,1.319847792998478,0.566,0.384,0.5053485540334856,1.0856697108066973,0.0,3.2173242009132417,3.158549467275495,12.364,0.6,0.0,0.4,0,1,2,1.0943287671232875,30.6,66.0,67.0,Orthodox,grappler,245,-2.0,,,,43.12292237442922,3.0,2.0,
Jake Hadley,Flyweight,flw,0.579,0.059,0.7174209215442092,0.602,0.431,0.2101033623910336,0.8234570361145703,0.7142857142857143,3.6502652552926524,4.017904109589041,17.944,0.2857142857142857,0.7142857142857143,0.0,0,1,0,1.1242689912826898,29.9,70.0,67.0,Southpaw,grappler,609,-1.0,,,,41.03693648816937,3.0,4.0,
Jared Papazian,Flyweight,flw,0.5,0.0,0.9483757338551859,0.448,0.395,0.1511624266144814,0.3980039138943248,0.6666666666666666,3.3014168297455972,3.630849315068493,15.857,0.0,0.6666666666666666,0.3333333333333333,0,0,1,1.067422700587084,38.4,67.0,68.0,Southpaw,balanced,4935,-3.0,,,,49.74375733855186,0.0,3.0,
Jesus Aguilar,Flyweight,flw,0.462,0.263,1.3130572851805729,0.607,0.373,0.2381033623910336,0.9628206724782067,0.5714285714285714,2.8675379825653797,2.8520859277708595,11.8,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,1,1,1.3298144458281442,30.3,62.0,64.0,Orthodox,grappler,105,-1.0,,,,43.55693648816936,4.0,3.0,
Jimmy Flick,Flyweight,flw,0.0,0.296,2.09846301369863,0.413,0.476,0.10581369863013698,1.7132027397260274,0.3333333333333333,2.256991780821918,4.758594520547946,6.583,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0,1.9258958904109587,35.8,68.0,67.0,Orthodox,grappler,420,-2.0,,,,60.1106301369863,2.0,4.0,
